Username,Rating,Date,Review,Reply,Reply Date,Usefulness
Suraj Singh,5,8 October 2024,Not good no wives,Josh Team,8 October 2024,"('N/A', 'N/A')"
Kvn Rao,5,8 October 2024,Excellent,Josh Team,8 October 2024,"('N/A', 'N/A')"
Afjaal Khan,1,8 October 2024,Josh apps band ho gaya hai kya na widràll ho rha hai na koi video upload ho rhai hai sabhi video moderated or hide kar rahe hai uninstall karna parega dusro ko bhi batana padega kisi or apps me magaz khori kar lo icme nahi,Josh Team,8 October 2024,"('N/A', 'N/A')"
Amit Kumar,5,8 October 2024,Good,Josh Team,8 October 2024,"('N/A', 'N/A')"
PARIDHI BROADCAST,5,7 October 2024,Wah,Josh Team,8 October 2024,"('N/A', 'N/A')"
Shlok Shlok,1,7 October 2024,Very bad review josh have to coordinate with the user i think josh is the world s worst app please close app and don't download josh app,Josh Team,8 October 2024,2 people found this review helpful
Hema kumari Sinha,5,7 October 2024,nice,Josh Team,8 October 2024,"('N/A', 'N/A')"
Vedhagna Tech,4,7 October 2024,Nice👌👌💞💞❤️❤️,Josh Team,8 October 2024,"('N/A', 'N/A')"
kaka music,5,7 October 2024,Motivate hata do,Josh Team,8 October 2024,"('N/A', 'N/A')"
Kajal Kumari,5,7 October 2024,Good👍,Josh Team,7 October 2024,"('N/A', 'N/A')"
Anand Bansode,5,7 October 2024,It's Okayy. Like to watch fun videos,Josh Team,7 October 2024,5 people found this review helpful
SUSHIL SANGWAN,3,7 October 2024,Slow process no reviews any content,Josh Team,7 October 2024,"('N/A', 'N/A')"
rockstar baby,5,6 October 2024,Nice,Josh Team,7 October 2024,"('N/A', 'N/A')"
Virendra Priyam,5,6 October 2024,Nice 👌🏻 app,Josh Team,7 October 2024,"('N/A', 'N/A')"
Ranju Devi,4,6 October 2024,ਵ ਵਿਚ ਉਧਕ ਪ੍ਪ,Josh Team,7 October 2024,"('N/A', 'N/A')"
Rajpal Kushwaha,5,6 October 2024,This is best app in India. Best short video s app. Wow this is amazing 😍,Josh Team,7 October 2024,12 people found this review helpful
M.stiger M.stiger,1,6 October 2024,M. Stigergmailcom,Josh Team,7 October 2024,"('N/A', 'N/A')"
Sushil Kumar,5,6 October 2024,Josh is great app of social media. I love this app. Great photo and video posting app. Thank josh app team for provide this useful app. I ♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️ to josh.,Josh Team,7 October 2024,32 people found this review helpful
Asim Khan,5,6 October 2024,I like the app,Josh Team,6 October 2024,"('N/A', 'N/A')"
Dashing Ď,3,6 October 2024,Video not uploading and no views and redemption not working 😭,Josh Team,6 October 2024,50 people found this review helpful
Vijay Kumar,5,6 October 2024,Good,Josh Team,6 October 2024,"('N/A', 'N/A')"
Shamila As,5,6 October 2024,Ashwin Ashwanth,Josh Team,6 October 2024,"('N/A', 'N/A')"
Annu Kumar Raj 07,5,6 October 2024,Nice,Josh Team,6 October 2024,"('N/A', 'N/A')"
Goutam Barman,5,5 October 2024,Good 👍,Josh Team,6 October 2024,"('N/A', 'N/A')"
Nahar Singh,5,5 October 2024,✅️✅️✅️✅️✅️✅️✅️✅️✅️✅️✅️✅️✅️✅️✅️✅️✅️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️💸💸💸💸💸💸💸💸💸💸💸💸💸💸💸💸💸💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖,Josh Team,6 October 2024,"('N/A', 'N/A')"
prakash Guralakere,4,5 October 2024,I love josh It was very nice to use it and I loved all the videos,Josh Team,6 October 2024,5 people found this review helpful
Vikash Kashyap,4,5 October 2024,Meri life 🧬,Josh Team,6 October 2024,"('N/A', 'N/A')"
Krishna Haldar,5,5 October 2024,Used the app,Josh Team,6 October 2024,"('N/A', 'N/A')"
Pawan Kumar,5,5 October 2024,Good 👍 application,Josh Team,5 October 2024,"('N/A', 'N/A')"
Digar Khan,5,5 October 2024,Wow,Josh Team,5 October 2024,"('N/A', 'N/A')"
Revathi Revathidevi,1,4 October 2024,Mokshith,Josh Team,4 October 2024,"('N/A', 'N/A')"
Bhimrao Janrao,5,4 October 2024,Entertainment Good and explanation well I like much.,Josh Team,4 October 2024,11 people found this review helpful
Ahmad Shekh,5,4 October 2024,Good,Josh Team,4 October 2024,"('N/A', 'N/A')"
Imran King,5,4 October 2024,Good,Josh Team,4 October 2024,"('N/A', 'N/A')"
Sunil R,1,4 October 2024,It a biggest boring this app features not like instagram.and this app all videos called copyright guidline and all videos modrate.such a biggest boring and shameful harrasment app,Josh Team,4 October 2024,46 people found this review helpful
Ajit Kumar,5,4 October 2024,Won skinny mcwhr,Josh Team,4 October 2024,"('N/A', 'N/A')"
लव स्टोरी मूवी S.K.Choudhary,5,4 October 2024,Josh mein 11 September 2024 ko update aaya aur meri side mein update nahin aaya hai aur is update ke aane se diamond Bhi nahin nahin mil rahe Hain jila pahle mil rahe the vaise ab nahin mil rahe Hain kya jor se apni diamond band kar diya,Josh Team,5 October 2024,"('N/A', 'N/A')"
Deepti Katiyar,5,3 October 2024,Please safort me,Josh Team,4 October 2024,"('N/A', 'N/A')"
Talha Khan,5,3 October 2024,sad,Josh Team,4 October 2024,"('N/A', 'N/A')"
Angel Joshi,5,3 October 2024,Good app thanks josh i m very happy Thankyou josh,Josh Team,4 October 2024,"('N/A', 'N/A')"
Virendra Kumar,5,3 October 2024,Excellent,Josh Team,3 October 2024,"('N/A', 'N/A')"
Sanjay Kumar atka,4,3 October 2024,Thank you 👏,Josh Team,3 October 2024,"('N/A', 'N/A')"
Gouri Shinde,1,3 October 2024,Sexul content! 😡,Josh Team,3 October 2024,"('N/A', 'N/A')"
Ram Kashyap,5,3 October 2024,So nice,Josh Team,3 October 2024,"('N/A', 'N/A')"
Vinod Ashiyana,5,3 October 2024,Best aap,Josh Team,3 October 2024,"('N/A', 'N/A')"
Shahid Shiddique,5,3 October 2024,Hello bhaiya,Josh Team,3 October 2024,"('N/A', 'N/A')"
Mohmmad Khan,5,2 October 2024,Good aap,Josh Team,2 October 2024,"('N/A', 'N/A')"
Vijay singh Vaish,2,2 October 2024,AsssA Adhar card is wrongfully with IQ 👀👍 Broatcast everyone's life 🧬,Josh Team,2 October 2024,"('N/A', 'N/A')"
Ritesh Bansal,4,2 October 2024,Good,Josh Team,2 October 2024,"('N/A', 'N/A')"
Lerlaram.kotwani kotwani,5,2 October 2024,A jay shri ram Ji A josh app is good best I like so much Good morning,Josh Team,2 October 2024,1 person found this review helpful
Raja Das,5,2 October 2024,Nice,Josh Team,2 October 2024,"('N/A', 'N/A')"
Dheerendra Pal,5,2 October 2024,Bilu tik chahie,Josh Team,2 October 2024,"('N/A', 'N/A')"
Bharat Nayak,1,2 October 2024,This aap so bad so many date is wasting,Josh Team,2 October 2024,"('N/A', 'N/A')"
Akash Sharma,4,2 October 2024,Love it,Josh Team,2 October 2024,"('N/A', 'N/A')"
Kolkata Bite,3,2 October 2024,i have to login my gmail acc which have josh id,Josh Team,2 October 2024,"('N/A', 'N/A')"
Vin Yad,5,1 October 2024,Nice,Josh Team,2 October 2024,"('N/A', 'N/A')"
venkat gayu,5,1 October 2024,Super,Josh Team,2 October 2024,"('N/A', 'N/A')"
Sri Srijay,5,1 October 2024,I have 250k on Josh thank god,Josh Team,2 October 2024,"('N/A', 'N/A')"
Radhaju KoDas,5,1 October 2024,Best,Josh Team,1 October 2024,"('N/A', 'N/A')"
Saroj Choudhury,5,1 October 2024,"Bzeudeil ₹₹4('9&""!!-&+₹8)",Josh Team,1 October 2024,"('N/A', 'N/A')"
Gajendra Singh,1,1 October 2024,Very bad time wasting not safe,Josh Team,1 October 2024,"('N/A', 'N/A')"
ARUN Singh,5,1 October 2024,Most important josh aap⚡⚡💜💜,Josh Team,1 October 2024,"('N/A', 'N/A')"
Mithun Padhiary,5,1 October 2024,Nice,Josh Team,1 October 2024,"('N/A', 'N/A')"
Surekha G,5,1 October 2024,Nice 👍,Josh Team,1 October 2024,"('N/A', 'N/A')"
Raushan Kumar,5,1 October 2024,Very nice,Josh Team,1 October 2024,"('N/A', 'N/A')"
Salman Ali,5,1 October 2024,सुपरहिट ap hii,Josh Team,1 October 2024,"('N/A', 'N/A')"
Sathik Jinna,5,30 September 2024,❤️❤️❤️😁😁😁,Josh Team,1 October 2024,"('N/A', 'N/A')"
zeeshan sayyed,4,30 September 2024,Awesome superb,Josh Team,1 October 2024,"('N/A', 'N/A')"
Anurag Kushwaha,5,30 September 2024,Good,Josh Team,1 October 2024,"('N/A', 'N/A')"
Ajay Charanwal,5,30 September 2024,Very nice josh,Josh Team,1 October 2024,"('N/A', 'N/A')"
Kamran Dar,1,30 September 2024,Not good,Josh Team,1 October 2024,"('N/A', 'N/A')"
Sujit raj bill Raj bill,5,30 September 2024,Good very good app,Josh Team,1 October 2024,"('N/A', 'N/A')"
Dost Muhmmd,5,30 September 2024,Nice,Josh Team,1 October 2024,"('N/A', 'N/A')"
Kaseraju Sai Sankara raju,5,30 September 2024,సాయి రాజు 11 ఈ యాప్ ప్రాబ్లం లో ఉంది యూస్ రావడం లేదు దయచేసి యాప్ ప్రిపేర్ చేయండి,Josh Team,30 September 2024,"('N/A', 'N/A')"
Rohan Singh,5,30 September 2024,This is very heart touching app,Josh Team,30 September 2024,"('N/A', 'N/A')"
Arvind Singh,5,30 September 2024,Not only in India and get back in and out you too right to,Josh Team,30 September 2024,3 people found this review helpful
Akshay Gupta,5,29 September 2024,Best,Josh Team,30 September 2024,"('N/A', 'N/A')"
Hansraj Saini,5,29 September 2024,Hansraj saini kusthala sawe madhupur hai halo sir please find my attached cover letter and CV to your account we will get my phone number and I have been,Josh Team,30 September 2024,"('N/A', 'N/A')"
LEKHRAJ SINGH,3,29 September 2024,Best app but video quality not good graphics not good,Josh Team,30 September 2024,5 people found this review helpful
Shami Lxs,5,29 September 2024,Shaniya,Josh Team,30 September 2024,"('N/A', 'N/A')"
Krishna Kumar,5,29 September 2024,good!,Josh Team,30 September 2024,"('N/A', 'N/A')"
mr.manoj chaudhary,5,29 September 2024,Good,Josh Team,29 September 2024,"('N/A', 'N/A')"
Jainudin Kureshi,5,29 September 2024,In the world best💯💯💯,Josh Team,29 September 2024,"('N/A', 'N/A')"
Mariyamol Yadz,5,29 September 2024,Good app,Josh Team,29 September 2024,"('N/A', 'N/A')"
Mayurbhai Parmar,1,29 September 2024,Bekar,Josh Team,29 September 2024,"('N/A', 'N/A')"
Mahesh Kumar goutam Mahesh Kumar goutam,5,29 September 2024,Mkgoutam,Josh Team,29 September 2024,"('N/A', 'N/A')"
INTERESTING INVENTIONS,4,29 September 2024,❤️❤️,Josh Team,29 September 2024,"('N/A', 'N/A')"
English Grammar vinod Kumar Mishra,5,29 September 2024,So lovely an experience!,Josh Team,29 September 2024,"('N/A', 'N/A')"
Sahil Sahil,5,29 September 2024,Good morning,Josh Team,29 September 2024,"('N/A', 'N/A')"
SAIF ANSARI,5,29 September 2024,Nice,Josh Team,29 September 2024,"('N/A', 'N/A')"
AB Surya,1,29 September 2024,"Very bad and no support team can solve it. My followers are stuck at 9.2k for the past 8 months and are not increasing. Earlier, they used to increase by 50+ followers daily. Haven't even increased by 100 followers in the past 8 months?",Josh Team,29 September 2024,1 person found this review helpful
Preeti Bajpai,5,28 September 2024,good 💯,Josh Team,29 September 2024,"('N/A', 'N/A')"
devendra mehta,5,28 September 2024,Very good,Josh Team,29 September 2024,"('N/A', 'N/A')"
Hayithung Kikon,1,28 September 2024,Boring,Josh Team,29 September 2024,"('N/A', 'N/A')"
Sunil Sk,4,28 September 2024,Nice,Josh Team,28 September 2024,"('N/A', 'N/A')"
Aryan Mayal,5,28 September 2024,no.1 app,Josh Team,28 September 2024,"('N/A', 'N/A')"
Ashish Yadav YSD,5,28 September 2024,Bekar,Josh Team,28 September 2024,"('N/A', 'N/A')"
Sanjeev Paruthi,5,27 September 2024,Best,Josh Team,28 September 2024,"('N/A', 'N/A')"
Runa Creation,5,27 September 2024,Nice,Josh Team,28 September 2024,"('N/A', 'N/A')"
Shougo Amakusa,1,27 September 2024,"Fake statistics. I tried looking for unpopular hashtags. Said the hashtag was used over 5 thousand times. But tapping on it often yielded no results or when a video did pop up, it was an unrelated tag or did not have the tag I searched for.",Josh Team,28 September 2024,5 people found this review helpful
Shivaprasad Prasad,5,27 September 2024,Good,Josh Team,28 September 2024,"('N/A', 'N/A')"
JAHID Malik,5,27 September 2024,Meri x ki I'd aha isr me,Josh Team,28 September 2024,"('N/A', 'N/A')"
Radha Rani Sen Bhowmik,4,27 September 2024,Good app need improvement but it's good I like it 😍,Josh Team,28 September 2024,"('N/A', 'N/A')"
P.PONABIMANIYU LOVE YOU TAMILAA,5,27 September 2024,Nice app,Josh Team,28 September 2024,"('N/A', 'N/A')"
Hem Nath,5,27 September 2024,Nice app,Josh Team,27 September 2024,"('N/A', 'N/A')"
Lathif RV,5,27 September 2024,Good,Josh Team,27 September 2024,"('N/A', 'N/A')"
Sukhi 653,5,27 September 2024,It's very good but support us on this app @Sukhi 653,Josh Team,27 September 2024,3 people found this review helpful
Kurapati Ram Manohar Reddy,5,26 September 2024,Very good,Josh Team,27 September 2024,"('N/A', 'N/A')"
J S,5,26 September 2024,New Update,Josh Team,27 September 2024,"('N/A', 'N/A')"
Sahadeb Meher,5,26 September 2024,Ok,Josh Team,27 September 2024,"('N/A', 'N/A')"
m_m_shivayya,5,26 September 2024,Supar app,Josh Team,26 September 2024,"('N/A', 'N/A')"
SOFIKUL HUSSAIN,4,26 September 2024,good,Josh Team,26 September 2024,"('N/A', 'N/A')"
Aklesh Singh,1,26 September 2024,Sabse achha hai j,Josh Team,26 September 2024,"('N/A', 'N/A')"
Raju Ram,5,25 September 2024,Shorts video,Josh Team,26 September 2024,"('N/A', 'N/A')"
Sachin Rathod,5,25 September 2024,🌄,Josh Team,26 September 2024,"('N/A', 'N/A')"
Raunak,1,25 September 2024,Most of my videos gets moderated... Worst app ever I used in my life,Josh Team,25 September 2024,1 person found this review helpful
Telugu Abhayisourya,1,25 September 2024,Superb app,Josh Team,25 September 2024,"('N/A', 'N/A')"
Abhishek Sood,5,25 September 2024,Very much fullfill my personal feelings to share with someone and when somebody answers you it's feel of having that i achieve something special to do every work with calm mind.,Josh Team,25 September 2024,339 people found this review helpful
Lakshmi Rajyam,4,25 September 2024,I ts is a werst appa don't install,Josh Team,25 September 2024,"('N/A', 'N/A')"
anwar dboss,4,25 September 2024,Kanada video,Josh Team,25 September 2024,"('N/A', 'N/A')"
Mithun Sarkar,5,25 September 2024,I like josh app,Josh Team,25 September 2024,"('N/A', 'N/A')"
Hasnain akhtar,1,24 September 2024,Hasnain Akhtar naim,Josh Team,25 September 2024,"('N/A', 'N/A')"
Fajalilahee Pathan,5,24 September 2024,Mera video ko share kar do yaar,Josh Team,25 September 2024,"('N/A', 'N/A')"
Azad Khan,5,24 September 2024,This is very good aap for me . i recamend you to people try this aap i hope you will get better experience ☺️☺️,Josh Team,25 September 2024,"('N/A', 'N/A')"
Uday Raj Kumar Bind,5,24 September 2024,Good app,Josh Team,25 September 2024,"('N/A', 'N/A')"
Technical Supporter Official,2,24 September 2024,"Please remove tango live from josh app, please Irritating ,disgusting,. Otherwise Everything good and add original creators earning option from josh, like moj app.",Josh Team,25 September 2024,"('N/A', 'N/A')"
Akram Ansari,2,24 September 2024,Firdaush khatun,Josh Team,24 September 2024,"('N/A', 'N/A')"
vk collection,5,24 September 2024,AP Mein 3 Din Se earning Nahin ho rahi hai 22 23 24 ko kya Jo safe Mein earning band kar di gai hai Agar band kar Diye To Hamen uploading Karke Koi fayda Nahin hone wala hai,Josh Team,24 September 2024,"('N/A', 'N/A')"
Subhalaxmi Jena,5,24 September 2024,🙂🙃😊,Josh Team,24 September 2024,"('N/A', 'N/A')"
Nikihl Kunar,4,24 September 2024,Vineeshkumar,Josh Team,24 September 2024,"('N/A', 'N/A')"
Rahul Kumar,5,23 September 2024,Google pay,Josh Team,24 September 2024,"('N/A', 'N/A')"
lalit kharadi,5,23 September 2024,Very funny comedy enjoy,Josh Team,24 September 2024,"('N/A', 'N/A')"
SENTHIL SENTHIL,5,23 September 2024,good app,Josh Team,24 September 2024,"('N/A', 'N/A')"
S Prabhu,4,23 September 2024,Ok,Josh Team,24 September 2024,"('N/A', 'N/A')"
Mohammad Niyas,5,23 September 2024,Super,Josh Team,24 September 2024,"('N/A', 'N/A')"
Ramchander Kamble,5,23 September 2024,Superb,Josh Team,23 September 2024,"('N/A', 'N/A')"
RAJA Jr,5,23 September 2024,Good apps,Josh Team,23 September 2024,"('N/A', 'N/A')"
Vetrivel Vetrivel,5,23 September 2024,👌👌👌,Josh Team,23 September 2024,"('N/A', 'N/A')"
Don No1,5,23 September 2024,HAMAJKA,Josh Team,23 September 2024,"('N/A', 'N/A')"
Vishal Kumar,1,23 September 2024,😘😘😘,Josh Team,23 September 2024,"('N/A', 'N/A')"
Dhoniram Bey,5,23 September 2024,Good,Josh Team,23 September 2024,"('N/A', 'N/A')"
Hk rider Bhai,5,22 September 2024,Asibkhan,Josh Team,23 September 2024,"('N/A', 'N/A')"
Irshad Ali,5,22 September 2024,Nice 👍,Josh Team,23 September 2024,"('N/A', 'N/A')"
Rohit Sharma,5,22 September 2024,Thank❤,Josh Team,23 September 2024,"('N/A', 'N/A')"
Vivek Kumar_Vlog_Delhi_42,5,22 September 2024,Why are not my my rich account,Josh Team,23 September 2024,"('N/A', 'N/A')"
Raja gopal,4,22 September 2024,Supper timepass,Josh Team,23 September 2024,"('N/A', 'N/A')"
Ash Ash,5,22 September 2024,Gud,Josh Team,23 September 2024,"('N/A', 'N/A')"
Kamran Shaikh,5,22 September 2024,♥️♥️♥️,Josh Team,23 September 2024,"('N/A', 'N/A')"
rahul roy,5,22 September 2024,Josh application ek bahut achcha application hai,Josh Team,22 September 2024,"('N/A', 'N/A')"
Arun Kumar,5,22 September 2024,Josh super,Josh Team,22 September 2024,"('N/A', 'N/A')"
Sravan Yadav,5,22 September 2024,Nice and entertaining app..,Josh Team,22 September 2024,1 person found this review helpful
Krishna Yadav,1,22 September 2024,Bekaar app,Josh Team,22 September 2024,"('N/A', 'N/A')"
Ramesh Kumar Pandey,5,22 September 2024,Good 👍,Josh Team,22 September 2024,"('N/A', 'N/A')"
Suraj Kumar,5,21 September 2024,Good app,Josh Team,22 September 2024,"('N/A', 'N/A')"
SUNITA “Jaya Laxmi” V,3,21 September 2024,👍,Josh Team,22 September 2024,"('N/A', 'N/A')"
Rudal Majhiyan,5,21 September 2024,Ggood aap 😇😇😇😇😇😇,Josh Team,22 September 2024,"('N/A', 'N/A')"
Ashish Tigers Mahadev,5,21 September 2024,V top nyc,Josh Team,22 September 2024,"('N/A', 'N/A')"
Mr and Mrs Dhayalkar,5,21 September 2024,Good and superb app,Josh Team,21 September 2024,"('N/A', 'N/A')"
Gourav Kori,1,21 September 2024,Delete,Josh Team,21 September 2024,"('N/A', 'N/A')"
Mobinbenjamin Benjamin,5,21 September 2024,Fantastic app,Josh Team,21 September 2024,"('N/A', 'N/A')"
Ankit Kushwaha,5,21 September 2024,Most important and very useful 👌 app on the josh app,Josh Team,21 September 2024,1 person found this review helpful
Ayub Ali Shaikh,5,20 September 2024,Nice app,Josh Team,21 September 2024,"('N/A', 'N/A')"
A_S LAKSHAY,5,20 September 2024,nice,Josh Team,21 September 2024,"('N/A', 'N/A')"
Amit Yadav,3,20 September 2024,Amit yadav Dgn,Josh Team,21 September 2024,"('N/A', 'N/A')"
Biswajit Das,5,20 September 2024,Nice,Josh Team,20 September 2024,"('N/A', 'N/A')"
Official Javed,5,20 September 2024,Good,Josh Team,20 September 2024,"('N/A', 'N/A')"
Seema Prajapati,5,20 September 2024,Best app,Josh Team,20 September 2024,"('N/A', 'N/A')"
Surajkumar Nishad,4,20 September 2024,Good,Josh Team,20 September 2024,"('N/A', 'N/A')"
Ayush Rana,5,20 September 2024,Good,Josh Team,20 September 2024,"('N/A', 'N/A')"
Manchit Kumar Yadav,5,20 September 2024,Super apps,Josh Team,20 September 2024,"('N/A', 'N/A')"
Anil Kumar Kumar,5,19 September 2024,Wow 🐴🐴,Josh Team,20 September 2024,"('N/A', 'N/A')"
Mohd Ateeq,1,19 September 2024,Don't download this,Josh Team,20 September 2024,"('N/A', 'N/A')"
Santhi Kuncham,3,19 September 2024,Santhikuncham,Josh Team,20 September 2024,"('N/A', 'N/A')"
ram j l,5,19 September 2024,V good,Josh Team,19 September 2024,"('N/A', 'N/A')"
Mohd Gufran Mohd Gufran,5,19 September 2024,High speed,Josh Team,19 September 2024,"('N/A', 'N/A')"
Pratibha Singh,5,19 September 2024,Good,Josh Team,19 September 2024,"('N/A', 'N/A')"
Amit Kumar,5,19 September 2024,Amit Kumar 🎉🎉🎉🎉🎉,Josh Team,19 September 2024,"('N/A', 'N/A')"
Vivek Patel,5,19 September 2024,Nice 👍👍,Josh Team,19 September 2024,"('N/A', 'N/A')"
Arvind Yadav,5,19 September 2024,Super❤️,Josh Team,19 September 2024,"('N/A', 'N/A')"
Omkar Domale,2,18 September 2024,My own experience in this app is not a bad or not a good,Josh Team,19 September 2024,"('N/A', 'N/A')"
Sangita Mahto,1,18 September 2024,Sangita kumari,Josh Team,19 September 2024,"('N/A', 'N/A')"
Janani Alagundi,5,18 September 2024,Very good app,Josh Team,19 September 2024,"('N/A', 'N/A')"
Rishabh Kumar,5,18 September 2024,Very good experience,Josh Team,18 September 2024,"('N/A', 'N/A')"
Mohd Nazeer,5,18 September 2024,Super,Josh Team,18 September 2024,"('N/A', 'N/A')"
pushpendra dwivedi,5,18 September 2024,Awesome,Josh Team,18 September 2024,"('N/A', 'N/A')"
Abhishek Maurya,5,18 September 2024,🙏🙏🙏🙏⭐⭐⭐,Josh Team,18 September 2024,"('N/A', 'N/A')"
Rubina Kamble,5,18 September 2024,I like josh videos,Josh Team,18 September 2024,"('N/A', 'N/A')"
Vinod Prajapati,2,18 September 2024,Nice 👌👌,Josh Team,19 September 2024,"('N/A', 'N/A')"
Abdhul Kadhar,5,18 September 2024,Super app bro the enjoy and messapg super,Josh Team,18 September 2024,1 person found this review helpful
thaseen ali,5,17 September 2024,Very very good,Josh Team,18 September 2024,"('N/A', 'N/A')"
Arya Mohan,5,17 September 2024,Good,Josh Team,18 September 2024,"('N/A', 'N/A')"
Vicky Maravi,5,17 September 2024,BESTEST AAP OF AAL TIME🫵🏻🫶🏻,Josh Team,18 September 2024,"('N/A', 'N/A')"
Abul Hussain,5,17 September 2024,Speechless,Josh Team,18 September 2024,"('N/A', 'N/A')"
Raju Kushwaha,5,17 September 2024,Rajukushwha,Josh Team,17 September 2024,"('N/A', 'N/A')"
Muhammad sohail Raza,5,17 September 2024,Sohil Raza Qadri,Josh Team,17 September 2024,"('N/A', 'N/A')"
S Basak vlog,5,16 September 2024,Wonder ful application so viral application,Josh Team,17 September 2024,"('N/A', 'N/A')"
Manahora Bagha,2,16 September 2024,Good,Josh Team,17 September 2024,"('N/A', 'N/A')"
Saikat Bagchi,4,16 September 2024,"Please add non downloadable option for not others download my contents,this is the only flaw this app has.",Josh Team,17 September 2024,4 people found this review helpful
Mohd Aqdas,5,16 September 2024,This aap is good video varal,Josh Team,17 September 2024,"('N/A', 'N/A')"
Suman Pawar,5,16 September 2024,Vo bhi nhi,Josh Team,16 September 2024,"('N/A', 'N/A')"
Alfaz Bhai,5,16 September 2024,This app is help full,Josh Team,16 September 2024,"('N/A', 'N/A')"
Komal Salunke,5,16 September 2024,Nice ☺️,Josh Team,16 September 2024,"('N/A', 'N/A')"
R.S.Ranjit. Song Live,5,16 September 2024,Ranjit Singh Ferozepur,Josh Team,16 September 2024,"('N/A', 'N/A')"
Abhi Bahukhandi,5,16 September 2024,Why you my account block,Josh Team,16 September 2024,"('N/A', 'N/A')"
Vijaya Hariharan,5,16 September 2024,My favorite app for reel,Josh Team,16 September 2024,"('N/A', 'N/A')"
Shayamu Sharma,4,16 September 2024,Deekhe koi,Josh Team,16 September 2024,"('N/A', 'N/A')"
Nitin Jangid,5,16 September 2024,❤️💎,Josh Team,16 September 2024,"('N/A', 'N/A')"
AKASH GUPTA,5,16 September 2024,Very good,Josh Team,16 September 2024,"('N/A', 'N/A')"
shaijal tk,5,16 September 2024,Ok,Josh Team,16 September 2024,"('N/A', 'N/A')"
kameswara rao mitnala,5,15 September 2024,నయస,Josh Team,16 September 2024,"('N/A', 'N/A')"
Karma Short movie (KARMA),5,15 September 2024,Super experience amazing,Josh Team,16 September 2024,"('N/A', 'N/A')"
Vijay Kumar Chaubey,5,15 September 2024,Bhaut hi sunder hai app,Josh Team,16 September 2024,"('N/A', 'N/A')"
MdRabbul Ansari,5,15 September 2024,Nice 👌,Josh Team,16 September 2024,"('N/A', 'N/A')"
Jay Bheem,1,15 September 2024,Like jaldi milta hai is good app,Josh Team,16 September 2024,"('N/A', 'N/A')"
Ashish Kumar Gond,1,15 September 2024,Arun kumar,Josh Team,16 September 2024,"('N/A', 'N/A')"
Papuni Naik,5,15 September 2024,MY photo is not showing in the world of the day of my birthday my dear friends and family and my life is,Josh Team,16 September 2024,"('N/A', 'N/A')"
Naresh Naresh,5,15 September 2024,NARESH k Yadav Mahua Mukundpur Vaishali Bihar Patna,Josh Team,15 September 2024,"('N/A', 'N/A')"
Ashish Christian,5,15 September 2024,Good for entertainment,Josh Team,15 September 2024,1 person found this review helpful
GaneshAdivasi,5,15 September 2024,Ganesh Adivasi,Josh Team,15 September 2024,"('N/A', 'N/A')"
Hari Krishnan,5,15 September 2024,Very nice 👍🏻👍🏻,Josh Team,15 September 2024,"('N/A', 'N/A')"
Budhhdarshan Kumar,4,15 September 2024,Nice,Josh Team,15 September 2024,"('N/A', 'N/A')"
Sanjay Singh,5,15 September 2024,Osm,Josh Team,15 September 2024,"('N/A', 'N/A')"
HARSHI HEMA,5,15 September 2024,Running stunning,Josh Team,15 September 2024,"('N/A', 'N/A')"
Komal Singhaniyaa,5,15 September 2024,very good I have 6.7k followers,Josh Team,15 September 2024,"('N/A', 'N/A')"
Rais Ahmad,5,14 September 2024,very nice,Josh Team,15 September 2024,"('N/A', 'N/A')"
kanchan kumari,5,14 September 2024,Good,Josh Team,14 September 2024,"('N/A', 'N/A')"
Hariom Sahni,5,14 September 2024,Good josh,Josh Team,14 September 2024,"('N/A', 'N/A')"
Mr Mahesh,5,14 September 2024,Nice,Josh Team,14 September 2024,"('N/A', 'N/A')"
Mukhtyar Ali,5,14 September 2024,I would like to explore more ot I want to join josh family too asap,Josh Team,14 September 2024,"('N/A', 'N/A')"
KAUSHLYA MEENA,5,14 September 2024,Amazing,Josh Team,14 September 2024,"('N/A', 'N/A')"
mosamana Tamizha,5,13 September 2024,I lovely app,Josh Team,14 September 2024,"('N/A', 'N/A')"
Khushi Pahiwal,5,13 September 2024,Nice app,Josh Team,14 September 2024,"('N/A', 'N/A')"
Sameer Khan,5,13 September 2024,I like josh,Josh Team,14 September 2024,"('N/A', 'N/A')"
Injam Sk,5,13 September 2024,So nice😊 apps,Josh Team,14 September 2024,"('N/A', 'N/A')"
Bikram Singh Gill,5,13 September 2024,its imagine,Josh Team,14 September 2024,"('N/A', 'N/A')"
Rahul Rahul charan,5,13 September 2024,बहुत बढ़िया,Josh Team,14 September 2024,"('N/A', 'N/A')"
balachandaran balu,5,13 September 2024,👍,Josh Team,14 September 2024,"('N/A', 'N/A')"
चिमन प्रकाश राजपूत,2,13 September 2024,अच्छा,Josh Team,13 September 2024,"('N/A', 'N/A')"
Vijendar Kumar,5,13 September 2024,Nice,Josh Team,14 September 2024,"('N/A', 'N/A')"
Sonu Kevat,5,13 September 2024,Love you 😘,Josh Team,14 September 2024,"('N/A', 'N/A')"
