Username,Rating,Date,Review,Reply,Reply Date,Usefulness
Riyan Sk,5,28 March 2025,The features are simple yet very useful Best app*,N/A,N/A,"('N/A', 'N/A')"
shiuly YT,5,28 March 2025,The app is lightweight and does not consume too much data *,N/A,N/A,"('N/A', 'N/A')"
Ganesh Dey,5,28 March 2025,The best way to expand your social circle Very helpful*,N/A,N/A,"('N/A', 'N/A')"
Krishna Gupta,5,28 March 2025,The ultimate socializing experience A must-try app*,N/A,N/A,"('N/A', 'N/A')"
Ripan kundu,5,28 March 2025,The app provides a safe and interactive chatting experience *,N/A,N/A,"('N/A', 'N/A')"
Tahir Khan,5,28 March 2025,Dostt app ye app bahut accha hai unke liye jinke pass freind nhi hai is application se wo wo friend bana sakte hai muje ye app bahut accha laga so thanks of application owner***,N/A,N/A,"('N/A', 'N/A')"
Kirtika Mustafi,5,28 March 2025,A great platform to meet like-minded people and socialize in a fun way *,N/A,N/A,"('N/A', 'N/A')"
DÉBÃ,5,28 March 2025,The gift-sending feature adds a fun touch to conversations *,N/A,N/A,"('N/A', 'N/A')"
Aritro Pal,5,28 March 2025,The security features ensure a safe chatting experience *,N/A,N/A,"('N/A', 'N/A')"
Priyanka,5,28 March 2025,This app is amazing for making new friends and chatting with people effortlessly *,N/A,N/A,"('N/A', 'N/A')"
Tabassum Azar Khan,5,28 March 2025,"Dostt, makes it so easy to share memories and updates with friends*",N/A,N/A,1 person found this review helpful
Bast friends,5,28 March 2025,I enjoy the constant updates that add new exciting features *,N/A,N/A,"('N/A', 'N/A')"
Madhavi Das,5,28 March 2025,"The app has an active user base, so it’s never boring *",N/A,N/A,"('N/A', 'N/A')"
Rumpa Dasgupta,5,28 March 2025,The voice chat feature makes it feel more personal and real *,N/A,N/A,"('N/A', 'N/A')"
Nomajali Mondal,5,28 March 2025,"I, impressed by the app’s stability during long calls.*",N/A,N/A,1 person found this review helpful
Kunal Soran,5,28 March 2025,User- friendly and smooth just what I needed*,N/A,N/A,"('N/A', 'N/A')"
Lalit Mathur 9th C 51,5,28 March 2025,"I, appreciate how secure and private this app is. Feels very safe to use*",N/A,N/A,1 person found this review helpful
Tamal Dutta,5,28 March 2025,The search feature makes it easy to find new people *,N/A,N/A,"('N/A', 'N/A')"
Ubaida Abul Hasanat,5,28 March 2025,"Very, user-friendly, even for people who aren’t tech-savvy*",N/A,N/A,1 person found this review helpful
Sourav Dutta,5,28 March 2025,The chatroom experience is lively and never dull *,N/A,N/A,"('N/A', 'N/A')"
Dilsher Khan,5,28 March 2025,Very interactive and engaging Keeps me connected*,N/A,N/A,"('N/A', 'N/A')"
I. M. Rixu,5,28 March 2025,The friendliest community ever Very enjoyable.,N/A,N/A,"('N/A', 'N/A')"
Arman Shaikh,5,28 March 2025,One of the best apps to find genuine friends Love it*,N/A,N/A,"('N/A', 'N/A')"
Sumit Lal,5,28 March 2025,Chat experience is fantastic Highly recommended*,N/A,N/A,"('N/A', 'N/A')"
Rajdeep,5,28 March 2025,I can connect with people from different cultures easily *,N/A,N/A,"('N/A', 'N/A')"
Gufrana Nahid,5,28 March 2025,Really cool app for socializing Highly impressed*,N/A,N/A,"('N/A', 'N/A')"
Rakhi Das,5,28 March 2025,A perfect app for people who love making online friends *,N/A,N/A,"('N/A', 'N/A')"
KRISHAN Das,5,28 March 2025,I love how simple it is to create an account and start chatting *,N/A,N/A,"('N/A', 'N/A')"
Shreesna Sen,5,28 March 2025,The best part is that you can make friends without any hassle *,N/A,N/A,"('N/A', 'N/A')"
Aparna Sil,5,28 March 2025,This app makes my free time more fun and exciting *,N/A,N/A,"('N/A', 'N/A')"
Tapan Kumar Seal,5,28 March 2025,The new updates always bring fresh improvements *,N/A,N/A,"('N/A', 'N/A')"
Amrita Roy,5,28 March 2025,Love the instant messaging and how quick the responses are *,N/A,N/A,"('N/A', 'N/A')"
Sumit Sil,5,28 March 2025,The app makes video chatting an enjoyable experience *,N/A,N/A,"('N/A', 'N/A')"
Prem2305 Prem,5,28 March 2025,Love the simplicity and efficiency of the app Well made*,N/A,N/A,"('N/A', 'N/A')"
RAJENDRA SAINI,5,28 March 2025,Best way to stay connected with new friends Fantastic*,N/A,N/A,"('N/A', 'N/A')"
Swastika Mondal,5,28 March 2025,"The app is safe, and I never worry about my privacy here *",N/A,N/A,1 person found this review helpful
Sagnick Biswas,5,28 March 2025,"I’ve , recommended this app to all my friends. They love it too*",N/A,N/A,1 person found this review helpful
Ranita Adhikary,5,28 March 2025,The app is addicted in a good way! I keep coming back for more fun *,N/A,N/A,"('N/A', 'N/A')"
Skk,5,28 March 2025,"Dostt , app has truly revolutionized the way I stay in touch with friends*",N/A,N/A,1 person found this review helpful
Bappn Dey,5,28 March 2025,"I’ve, tried many apps, but Dostt stands out in terms of performance*",N/A,N/A,1 person found this review helpful
Nupur Nandy,5,28 March 2025,The app has helped me build confidence in talking to new people *,N/A,N/A,"('N/A', 'N/A')"
Mehta Parth,5,28 March 2025,This app makes conversations fun and interesting Absolutely love it*,N/A,N/A,"('N/A', 'N/A')"
Anurag Gupta Anurag Gupta,5,28 March 2025,I enjoy every moment spent here Highly engaging*,N/A,N/A,"('N/A', 'N/A')"
Gaurav Awchar,5,28 March 2025,"Dostt, is hands down the best communication app I’ve used so far!*",N/A,N/A,1 person found this review helpful
Jaya Patra,5,28 March 2025,I love the variety of people I can meet through this platform *,N/A,N/A,"('N/A', 'N/A')"
Ratnesh Pandey,5,28 March 2025,A seamless experience with no issues Great job*,N/A,N/A,"('N/A', 'N/A')"
Pinky Mondol,5,28 March 2025,The features are well thought out Perfect social app*,N/A,N/A,"('N/A', 'N/A')"
Moumita Das,5,28 March 2025,"the video quality is top notch for live chats, even on a slow connection!",N/A,N/A,"('N/A', 'N/A')"
rupsha2005,5,28 March 2025,The customer support team is always responsive and helpful *,N/A,N/A,"('N/A', 'N/A')"
Dipali Maharana,4,28 March 2025,very nice a,N/A,N/A,"('N/A', 'N/A')"
Mystery Gaming,5,28 March 2025,The app updates keep improving the user experience with new features *,N/A,N/A,"('N/A', 'N/A')"
Varsha Jain,5,28 March 2025,Feels like a real social circle Just perfect*,N/A,N/A,"('N/A', 'N/A')"
JMD,5,28 March 2025,Love the messaging options Very easy to communicate*,N/A,N/A,"('N/A', 'N/A')"
Ankit Jaat,5,28 March 2025,A unique app with great features Best one so far*,N/A,N/A,"('N/A', 'N/A')"
Brock Hillsman (Bull's Rider),5,28 March 2025,The best friend-making app out there Excellent work*,N/A,N/A,"('N/A', 'N/A')"
Ritik Omar,5,28 March 2025,Very easy to use and navigate No complications*,N/A,N/A,"('N/A', 'N/A')"
Rama Devi,5,28 March 2025,Great way to meet and chat with people Happy user*,N/A,N/A,"('N/A', 'N/A')"
Poornima Agrawal,5,28 March 2025,Loving the whole experience Super fun and engaging*,N/A,N/A,"('N/A', 'N/A')"
Pritam Rajput,5,28 March 2025,I'm absolutely loving the Dost app!,N/A,N/A,"('N/A', 'N/A')"
Salman arab55,5,28 March 2025,Fantastic app with great features Highly satisfied*,N/A,N/A,"('N/A', 'N/A')"
Sowmi Meow,2,28 March 2025,app la enoda I'd block akiduchu received panna soli 3 time mali poten namber name mathum kettu mali pananga but 1 week achu id ennum received akala mali panna no response epadi panna epadiii work panna mudium,Gyani - Made in India for India,29 March 2025,"('N/A', 'N/A')"
Roop Kumar,5,28 March 2025,The perfect way to make new friends fun and engaging.,N/A,N/A,"('N/A', 'N/A')"
Moumita Goswami,5,28 March 2025,Love the theme and design Feels premium*,N/A,N/A,"('N/A', 'N/A')"
rk chaudhary,5,28 March 2025,Finding friends has never been easier Great concept*,N/A,N/A,"('N/A', 'N/A')"
Rahul Markam,5,28 March 2025,Every feature works so well Super smooth experience*,N/A,N/A,"('N/A', 'N/A')"
Shubhankar Bhunya Akash,5,28 March 2025,Great user experience Best social networking app*,N/A,N/A,"('N/A', 'N/A')"
Balaji Pattapu,5,28 March 2025,Highly engaging and very useful app A must-have*,N/A,N/A,"('N/A', 'N/A')"
Rudreshn gowda,1,28 March 2025,id not good,Gyani - Made in India for India,29 March 2025,"('N/A', 'N/A')"
BAD BOY,5,28 March 2025,Works flawlessly and never crashes Love the stability*,N/A,N/A,"('N/A', 'N/A')"
Abantika Patra,5,28 March 2025,The app is light and fast Runs super smoothly*,N/A,N/A,"('N/A', 'N/A')"
Jaidev Kumar,5,28 March 2025,Feels like a real social hub best experience.,N/A,N/A,"('N/A', 'N/A')"
Piu Kumari,5,28 March 2025,The perfect way to make new friends fun and engaging,N/A,N/A,"('N/A', 'N/A')"
Piu Kumari,5,28 March 2025,The friendliest community ever very enjoyable.,N/A,N/A,"('N/A', 'N/A')"
Abhishek Verma,5,28 March 2025,So many great connections made here love it .,N/A,N/A,"('N/A', 'N/A')"
Naved Shaikh,5,28 March 2025,Easy to use and great features Highly recommended*,N/A,N/A,"('N/A', 'N/A')"
NIKHIL PAWAR,5,28 March 2025,Love the chat system Very efficient and fun*,N/A,N/A,"('N/A', 'N/A')"
Deepak Jagadale DJ,5,28 March 2025,The best app to stay socially active Wonderful work*,N/A,N/A,"('N/A', 'N/A')"
Anil Parmar,5,28 March 2025,Well-developed and easy to understand Great work *,N/A,N/A,"('N/A', 'N/A')"
Ayush Rathore,5,28 March 2025,Just the app I needed for socializing Incredible experience*,N/A,N/A,"('N/A', 'N/A')"
Prbhat Singh,1,27 March 2025,tatally fake reviews,Gyani - Made in India for India,28 March 2025,"('N/A', 'N/A')"
Ganesh Manideep,1,27 March 2025,it's been seven days my coins were deducted and customer care team called me and said my coins will be credited in 24 hours why should we suffer for glitches in your end of the system waste of money and looting app for costumers,Gyani - Made in India for India,21 March 2025,"('N/A', 'N/A')"
Aarti Goswami,5,27 March 2025,Best friendship app,N/A,N/A,"('N/A', 'N/A')"
Sanjay Numberdar,5,27 March 2025,Dostt App us Absolutely Good. It is very usefull app*,N/A,N/A,"('N/A', 'N/A')"
Riyas Ka,1,27 March 2025,faker,Gyani - Made in India for India,28 March 2025,"('N/A', 'N/A')"
Galaxy,5,27 March 2025,nice,N/A,N/A,"('N/A', 'N/A')"
NIKHIL HARSANA,5,27 March 2025,this app is very good for making new friends . you can freely talk with anyone with sharing your identity. I liked it..,N/A,N/A,"('N/A', 'N/A')"
Divya kaki,1,27 March 2025,bad 😔,Gyani - Made in India for India,28 March 2025,"('N/A', 'N/A')"
mohini rai,5,27 March 2025,good app,N/A,N/A,"('N/A', 'N/A')"
Devi Di,5,27 March 2025,super 🫶,N/A,N/A,"('N/A', 'N/A')"
Aaru Vijay,1,27 March 2025,Money Cheating app,Gyani - Made in India for India,27 March 2025,"('N/A', 'N/A')"
Jagadeesh Suru,1,26 March 2025,vaste,Gyani - Made in India for India,27 March 2025,"('N/A', 'N/A')"
Sd Rohit,1,26 March 2025,no one future free All purchases no free,Gyani - Made in India for India,27 March 2025,"('N/A', 'N/A')"
T HDAY,5,26 March 2025,khubi Bhalo app show my download dabangg ....,N/A,N/A,"('N/A', 'N/A')"
Kumari Murali,1,26 March 2025,worst and fake app,Gyani - Made in India for India,27 March 2025,"('N/A', 'N/A')"
Viji Albin,3,25 March 2025,good,Gyani - Made in India for India,27 March 2025,"('N/A', 'N/A')"
Munimi Naresh,5,25 March 2025,super,N/A,N/A,"('N/A', 'N/A')"
Sidarth raj Raj,1,25 March 2025,girl fake only app worker m9ney earn girl talk only no froeshp no dating only recharge sone talking waste money bro 3000 rupees,Gyani - Made in India for India,27 March 2025,"('N/A', 'N/A')"
Suma Vadde,5,25 March 2025,super good 😊 it's 100/% useful for girls,N/A,N/A,"('N/A', 'N/A')"
Derangula Chaithanya,1,25 March 2025,my experince is in this app there is an asking amount to call any one I think this is consume it rating is high,Gyani - Made in India for India,27 March 2025,"('N/A', 'N/A')"
Rocky Rocky,1,25 March 2025,this is very very fake app I seen u will west ur money plz peoples don't use this app 🙏 I lost more money in this app plz plz plz don't use,Gyani - Made in India for India,27 March 2025,"('N/A', 'N/A')"
Druva K,2,25 March 2025,i am use 10 days waste of my 1000 amount. waste my time total scam don't use this app,Gyani - Made in India for India,27 March 2025,"('N/A', 'N/A')"
jeevesh 1310,5,25 March 2025,wow very nice i like more friends my life i so happy daily earn money 💰 i like dostt app thank you so much,N/A,N/A,"('N/A', 'N/A')"
Purushottam Kruthi,1,25 March 2025,cheating app,Gyani - Made in India for India,25 March 2025,"('N/A', 'N/A')"
Vadtya Vinod Kumar Vadtya,1,25 March 2025,waste app,Gyani - Made in India for India,25 March 2025,"('N/A', 'N/A')"
Chanukya Karepu,1,24 March 2025,worrest app 1 min 60rs charged what is used this app dost app modda app edhi dabbulu bokkka,Gyani - Made in India for India,25 March 2025,"('N/A', 'N/A')"
madhu thammaiah,1,24 March 2025,ai bot are more in this app,Gyani - Made in India for India,25 March 2025,"('N/A', 'N/A')"
Gitto Gitto,1,24 March 2025,full fake account udayippu,Gyani - Made in India for India,25 March 2025,"('N/A', 'N/A')"
Princy S,5,24 March 2025,So Suit💋❤️,N/A,N/A,"('N/A', 'N/A')"
rr automation,1,24 March 2025,worst app not able to talk to correct gender and more over lot of money looting app.,Gyani - Made in India for India,25 March 2025,"('N/A', 'N/A')"
Domni Demic,1,24 March 2025,not free,Gyani - Made in India for India,25 March 2025,"('N/A', 'N/A')"
sneha kushi,1,24 March 2025,"App not working properly evening and night time and some fake gender are there, coins cut automatically so irritating app",Gyani - Made in India for India,22 February 2025,2 people found this review helpful
Ajay Goud,5,24 March 2025,🫡🫡🫡...,N/A,N/A,"('N/A', 'N/A')"
Vishnu Pm,1,24 March 2025,such a waste app doesn't attended the call so many time i try but not attending the calls very bad experience for me,Gyani - Made in India for India,25 March 2025,1 person found this review helpful
Chemmala Sunny srujan,1,23 March 2025,worst app ever seen money waste,Gyani - Made in India for India,25 March 2025,"('N/A', 'N/A')"
Ritesh Kadam,5,23 March 2025,this app is easy to login and benefits with talk to your friends online in vedio call,N/A,N/A,"('N/A', 'N/A')"
Shaik Mahaboob,5,23 March 2025,#Dost app is a very good platform to meet new friends and conversations are very nice and it's easy to use for everyone and Thanks for this good app*,N/A,N/A,"('N/A', 'N/A')"
Mr Nikhil Roy,5,23 March 2025,"dostt app is a very nice and useful app ,This app helps us to meet each other and is very useful in my daily routine*",N/A,N/A,"('N/A', 'N/A')"
Pabitra Kumar Naik,5,23 March 2025,"""Dostt is your go-to social networking platform for making genuine connections and authentic friendships. With secure and private chats, metting new friend*",N/A,N/A,"('N/A', 'N/A')"
Official Kaka,5,23 March 2025,"Dost app is really amazing, make new friends, spend time with them*",N/A,N/A,"('N/A', 'N/A')"
Dushyant,5,23 March 2025,This app is very good when you have no friends i make many friends on this app this app is very beautiful*,N/A,N/A,"('N/A', 'N/A')"
Krishna Rajput,5,23 March 2025,"""Dost App is a revolutionary plateform for meeting new people and forming lasting connections*",N/A,N/A,"('N/A', 'N/A')"
Mohd Faiz,5,23 March 2025,"I recently downloaded the Dost app, and I'm impressed with its features and user-friendly interface. The app allows me to connect with friends and family, share updates, and play games together*",N/A,N/A,"('N/A', 'N/A')"
Tarak Busi,5,23 March 2025,it's very nice app. makes staying connected with friends and family.it truly enhances communication.over Good exp.*,N/A,N/A,"('N/A', 'N/A')"
Dil Raj,5,23 March 2025,A nice app to make online friends (@π@),N/A,N/A,"('N/A', 'N/A')"
Renusagar LR,5,23 March 2025,very good app with best benifits lo e tha app it's become my very good friend nowdays I am very great for this appp thank you so much for creating this app I will suggest this app to everyone*,N/A,N/A,"('N/A', 'N/A')"
Aman Rathore,5,23 March 2025,dost app very best application for make friend*,N/A,N/A,"('N/A', 'N/A')"
Laxman KumarPaswanji,5,23 March 2025,very good application callig ⭐⭐⭐⭐,N/A,N/A,"('N/A', 'N/A')"
Tanvi K,5,23 March 2025,dostt app is very good app to make friends very fast and easy task to find friends*,N/A,N/A,"('N/A', 'N/A')"
Akiho. K Sheqi,5,23 March 2025,"it's a good app to make friends and find new people. UI is good and friendly, and the security is tight and good which makes it very effective. Overall, it's a great app",N/A,N/A,"('N/A', 'N/A')"
Vivek Kumar Sahu,5,23 March 2025,This app is a very creative app *,N/A,N/A,"('N/A', 'N/A')"
Kartik Lodhe,5,23 March 2025,"Dostt app we very nice app, with this app i connect with too many people it's easy to use also UI of the app is very smooth*",N/A,N/A,"('N/A', 'N/A')"
Skill Clockmo1255,5,23 March 2025,Dost App is a revolutionary platform to meet new people and build lasting relationships*,N/A,N/A,"('N/A', 'N/A')"
Partho Ghosh,5,23 March 2025,"This app is just perfect! The interface is super clean, easy to use, and everything runs smoothly. No bugs, no lag—just a great experience. Highly recommend*",N/A,N/A,"('N/A', 'N/A')"
Shubham Bagwan,5,23 March 2025,very good app mere to morning aci jar de *,N/A,N/A,"('N/A', 'N/A')"
Sanjay Numberdar,5,23 March 2025,"""Dost App is a revolutionary platform for meeting new people and farming lasting connections*",N/A,N/A,"('N/A', 'N/A')"
Sweety Bagdi,5,23 March 2025,Does this app allows users download and me new user,N/A,N/A,"('N/A', 'N/A')"
Maha Kaal,5,23 March 2025,"This app is fantastic! It's incredibly user-friendly, packed with useful features, and has really improved my interaction with people also it's UI was very smooth*",N/A,N/A,"('N/A', 'N/A')"
Raees Nishad,5,23 March 2025,Nice app interface. Easy to use. We can easily make many friends through this app. Genuine and trusted peoples only*,N/A,N/A,"('N/A', 'N/A')"
Sm Online Sarvice,5,23 March 2025,My Favourite App Dostt App Meeting New People For Dostt App & Make New Frends Best App Friendly Interface Download Now 👍*,N/A,N/A,"('N/A', 'N/A')"
shiva bargama,5,23 March 2025,"Dostt App is a revolutionary platform for meeting new people and forming lasting connections! Its intuitive interface makes it effortless to find and connect with like-minded individuals. I appreciate how the app fosters authentic conversations, helping to build meaningful and genuine friendships. The community is warm, supportive, and inclusive, making the experience truly enjoyable. I highly recommend Dostt App to anyone looking to broaden their social horizons a...",N/A,N/A,"('N/A', 'N/A')"
Prince Yadav,5,23 March 2025,dostt app is convenient and easy to make new friends and communicate them *,N/A,N/A,"('N/A', 'N/A')"
Dwaipayan Bera,5,23 March 2025,"Absolutely love the Dostt app! ***** This app is everything I've been looking for in a social platform. The interface is sleek, user-friendly, and intuitive. It's super easy to navigate, whether I'm checking out updates from friends or sharing my own moment.",N/A,N/A,14 people found this review helpful
Sangmesh sangu,5,23 March 2025,Best App❤️,N/A,N/A,"('N/A', 'N/A')"
KRISHNA Rajput,5,23 March 2025,"dost app best app in Play Store most useful app lovely app to navigate, whether I'm checking out updates from friends or sharing my own moments. The design is clean and modern, making the experience so*",N/A,N/A,"('N/A', 'N/A')"
MOHIT KUMAR,5,23 March 2025,dostt app is a best app. and this app interface is a really awesome.i like itt.and I recommend for my friend using this dostt app*,N/A,N/A,"('N/A', 'N/A')"
Technicalsumit Technical,5,23 March 2025,"Dost app is very best app. This is very amazing app. It makes connecting with friends so easy and fun. The interface is smooth, and the features are really best.",N/A,N/A,"('N/A', 'N/A')"
prema jai,5,23 March 2025,super,N/A,N/A,"('N/A', 'N/A')"
Mukesh kumar Rajwar,5,23 March 2025,''Very Good App I am meeting people in online and make friends best good features app thanka for makeing this app*,N/A,N/A,"('N/A', 'N/A')"
Sonia Goyal,5,23 March 2025,this app is very nice you all must use this app it has many good features,N/A,N/A,"('N/A', 'N/A')"
Wizard Gaming,5,23 March 2025,dostt app is a good revolutionary app for meeting people and to connect them*,N/A,N/A,"('N/A', 'N/A')"
Sk Sohel,5,23 March 2025,"""Best app hai bohot acha Kam karta hai bohot hi jieada jarurat hai is app ki smool app and Best app*",N/A,N/A,"('N/A', 'N/A')"
CA. Shiva Karnati,1,23 March 2025,worst app without connecting the call coins are charging. Also most of the accounts are fake which are created by dost app people itself. don't loose your hard earned money by loading the coins. better stay away from the app.,Gyani - Made in India for India,23 March 2025,"('N/A', 'N/A')"
Vansh Gautam,5,23 March 2025,very useful and best app in Play Store *,N/A,N/A,"('N/A', 'N/A')"
Tunai Roy,5,23 March 2025,Dostt App is a fantastic experience by using this. It's been great to use & smooth interface highly recommended for everyone.,N/A,N/A,"('N/A', 'N/A')"
Limited Entertainment,5,23 March 2025,"""this application is absolutely mind blowing . User interface is so simple and cool . Really appreciate the team who worked on it ❤️*",N/A,N/A,"('N/A', 'N/A')"
BRPsuraj YT,5,23 March 2025,Dostt app is a good app for his features and many more things I like very much this app because the app help to connect new people and make new friends*,N/A,N/A,"('N/A', 'N/A')"
divyansh bhanwal,5,23 March 2025,"Dostt app Simple, effective, and impactful for meeting people*",N/A,N/A,"('N/A', 'N/A')"
BHAVESH JAAT,5,23 March 2025,Pathetic app App is full of bugs call button won't work until u click several times App got lagged while calling and shown blank screen after when I checked it shown 9 minutes call which I didn't took 90 coins wasted. Worst experience frnd app is good than this atleast they don't snach your coins with buggy app..,N/A,N/A,"('N/A', 'N/A')"
Tarun Chai,5,23 March 2025,this is a very good and useful app I use this app only 1 time and I was like it is a brilliant app ever ♥️🤙🏻,N/A,N/A,"('N/A', 'N/A')"
Shubhranshu sekhar Ho,5,23 March 2025,very useful app and very nice app,N/A,N/A,"('N/A', 'N/A')"
Rudraprasad Majhi,5,23 March 2025,"dosst app is a very good app, with this app you can make many friends and I can make video calls and audio calls, I liked dosst app very much *",N/A,N/A,"('N/A', 'N/A')"
Soumik Halder,5,23 March 2025,Nice app to make Friends. Good App. good interface. Good Customer Service. liking this app*,N/A,N/A,"('N/A', 'N/A')"
Abhishek Sahu,5,23 March 2025,bahut badhiya app hai ache friend bnte video call ya audio call bhi kar sakte hai is the best app****,N/A,N/A,"('N/A', 'N/A')"
Sakshi Shukla,5,23 March 2025,I love this app very nyc super apps for make new friend*,N/A,N/A,"('N/A', 'N/A')"
Sanjay Halder,5,23 March 2025,yes very good experience in this app use mutch better or easily friend circle groom effective nice design I'll give at five star also *,N/A,N/A,"('N/A', 'N/A')"
Jay Sharma,5,23 March 2025,"Dost, the app is very good and easy to use. I would recommend you to try it once.*",N/A,N/A,"('N/A', 'N/A')"
Tauseef Khan,5,23 March 2025,best app in friendship and very nice about friendship and very useful I am really using this for 6 months,N/A,N/A,"('N/A', 'N/A')"
Arvind “Arvind yt” Choudhary,5,23 March 2025,''Dostt App is a very good platform for meeting new people and forming lasting connections and many things*,N/A,N/A,"('N/A', 'N/A')"
Prakash Kr,5,23 March 2025,''Dostt App is a revolutionary platform for meeting new people and forming lasting connection*,N/A,N/A,"('N/A', 'N/A')"
Shashi Prakash Upadhyay,5,23 March 2025,Dostt app is a revolutionary platform for meeting New people farming*,N/A,N/A,"('N/A', 'N/A')"
Brijesh yadav Brijesh yadav,5,23 March 2025,dostt app make application💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯 l can used to app so good *,N/A,N/A,"('N/A', 'N/A')"
Ashish Madhwai,5,23 March 2025,"""Dostt App is a revolutionary platform for meeting new people and forming lasting connections! Its intuitive interface makes it effortless to find and connect with like-minded individuals *",N/A,N/A,"('N/A', 'N/A')"
Ashish,5,23 March 2025,Dost app is very useful and entertainment app it's very very so much cool and awesome,N/A,N/A,"('N/A', 'N/A')"
Asif Ahmed,5,23 March 2025,Dostt App is a revolutionary platform for meeting new people and forming lasting connections!Pathetic app App is full of bugs call button won't work until u click several times App got lagged while calling and shown blank screen after when I checked it shown 9 minutes call which I didn't took 90 coins wasted. Worst experience frnd app is good than this atleast they don't snach your coins with buggy app😍😍😊😊,N/A,N/A,2 people found this review helpful
Aditya Mishra,5,23 March 2025,Dostt App is a very nice app thinks this app so I am 7 frind dost this app*,N/A,N/A,"('N/A', 'N/A')"
Boosi Padmavathi,5,23 March 2025,i love this dostt app. its very easy to use secure online calls. we can talk frinds with out sharing our identity.over alll this is best app*,N/A,N/A,"('N/A', 'N/A')"
Saurabh Shukla,5,23 March 2025,Very nyc super app easily make new friends Nice*,N/A,N/A,"('N/A', 'N/A')"
Karan Valmiki,5,23 March 2025,very nice Dosti app for you new friend+,N/A,N/A,"('N/A', 'N/A')"
Jakir Alom,4,23 March 2025,""" nice application so good enjoy*",N/A,N/A,"('N/A', 'N/A')"
Raaz Singh,5,23 March 2025,Dostt app is a good platform to communicate with new people revolutionary and safe app easy communication overall its a good app*,N/A,N/A,"('N/A', 'N/A')"
PAWAN KUSHWAHA,5,23 March 2025,bahut hi achcha app hai good*,N/A,N/A,"('N/A', 'N/A')"
Tarak Tittu,5,23 March 2025,"I love this application. it's very nice user - friendly, whether I'm checking out updates my friends and family.its very good.*",N/A,N/A,"('N/A', 'N/A')"
Astha Mishra,5,23 March 2025,Very nyc dost apps best app for making online friend super app*,N/A,N/A,"('N/A', 'N/A')"
Mohit rwt,5,23 March 2025,This is a very good app for making friends. I myself have made three or four friends. You can also find a girlfriend for yourself here*,N/A,N/A,"('N/A', 'N/A')"
Mr Nextion,4,23 March 2025,Dosti app is very much good app to meet with another people,N/A,N/A,"('N/A', 'N/A')"
Bishnoi Ajay,5,23 March 2025,app is best for your life together with me to more about this nonsense things are great beautiful application*,N/A,N/A,"('N/A', 'N/A')"
Chintu Pavvi,5,23 March 2025,"""Dostt app is a revolutionary platform for meeting new people and forming lasting connection*",N/A,N/A,"('N/A', 'N/A')"
Boby Sen,5,23 March 2025,Dostt aap se mujhe naye friends mile or mere dost ko is app se girlfriend bhi mil gayi wo bahut khush hai is app se bahut hi badiya aap dostt app mastt..,N/A,N/A,"('N/A', 'N/A')"
Anshuman KUMAR,5,23 March 2025,Absolutely love this dostt app so many new people are there 😍 🙌 I love this app*,N/A,N/A,"('N/A', 'N/A')"
Sp Gaming,5,23 March 2025,this is very good app of making online friends I am very interested in this app dostt app is nice*,N/A,N/A,"('N/A', 'N/A')"
Chenna Nikhil Chaitanya,1,23 March 2025,it's a worst app waste of money and also time I don't recommend this app to anyone,Gyani - Made in India for India,23 March 2025,"('N/A', 'N/A')"
Prasad,1,22 March 2025,waste of money,Gyani - Made in India for India,23 March 2025,"('N/A', 'N/A')"
CHIGAMALA UDAY,1,22 March 2025,"worst app ra aaya, idedho aantha oka chota vunnatu vunaaru, evarki veelite vaalu lift chesi maatladyunaar aante, first question ekkadnunchi, aante em ledh aada dolla",Gyani - Made in India for India,23 March 2025,"('N/A', 'N/A')"
Aj Boss,5,22 March 2025,"Dostt App provides personalized news feeds, showcasing content from friends, family, and interests always best*",N/A,N/A,1 person found this review helpful
Anubothu HARIKRISHNA,5,22 March 2025,super,N/A,N/A,"('N/A', 'N/A')"
Tapas Singh,5,22 March 2025,Dost app sabse accha app hai! User-friendly interface aur top-notch features Best*,N/A,N/A,"('N/A', 'N/A')"
Bijay,5,22 March 2025,Main Dost app ka regular user hoon! Easy to navigate aur amazing features best*,N/A,N/A,"('N/A', 'N/A')"
Ankit Kumar,5,22 March 2025,"Dostt App provides personalized recommendations, showcasing content, groups, and events tailored to user interests best*",N/A,N/A,2 people found this review helpful
Rita Thakur,5,22 March 2025,Dostt App is my favorite social platform best way to stay connected best*,N/A,N/A,1 person found this review helpful
Nayan jyoti Deuri,5,22 March 2025,Dost app is awesome! User-friendly interface and fantastic features. Perfect for staying in touch with friends and family best*,N/A,N/A,"('N/A', 'N/A')"
Ranjeet Rana,5,22 March 2025,Dost app is a revolutionary platform for meeting new friends and forming lasting conection the way I connect family and friends...,N/A,N/A,"('N/A', 'N/A')"
Bharat Jakhmola,5,22 March 2025,"Experience the joy of social networking on Dostt App, available on mobile and web best*",N/A,N/A,1 person found this review helpful
Arshad Hussain,5,22 March 2025,Dost app is a great way to meet new people and make friends! Its community features make it easy to connect with like-minded individuals. Make friends best*,N/A,N/A,1 person found this review helpful
Chandan Jena,5,22 March 2025,dostt app is very good app ***,N/A,N/A,"('N/A', 'N/A')"
dattaram parab,5,22 March 2025,"Dostt app is a great platform for connecting with others. It offers high-quality audio and video calls with robust security features. Overall, Dostt provides a seamless and secure communication experience.",N/A,N/A,1 person found this review helpful
