Username,Rating,Date,Review,Reply,Reply Date,Usefulness
Sagar Bardhan,1,23 July 2024,"Everyone get opportunity, but many loose, you are also one of them who lost opportunity because of BSNL sim delivery.",Prune DCS,30 August 2024,"('N/A', 'N/A')"
Zubair Khan,1,23 July 2024,Very very poor response. Aaj hi band kar dijiye app bhi aur DHOKHA bhi.,Prune DCS,30 August 2024,"('N/A', 'N/A')"
Deepak kumar,1,23 July 2024,Not working showing traffic....,Prune DCS,30 August 2024,"('N/A', 'N/A')"
Nikhil Srivastava,1,23 July 2024,Useless App. Doesn't function,Prune DCS,30 August 2024,"('N/A', 'N/A')"
Prabhat Sahoo (Kumar),1,22 July 2024,All India not delivery,Prune DCS,30 August 2024,"('N/A', 'N/A')"
SURAJ KUMAR,5,22 July 2024,Good,N/A,N/A,1 person found this review helpful
Dhirender Singh,5,22 July 2024,"Its been more than 30 hours, there is no follow up on the sim order. They promise to deliver it in 90 minutes, which i think is a gimmick for sure. Edit: Sim got delivered on next working day and got activated in 3 4 days post that.",Prune DCS,1 July 2024,7 people found this review helpful
Mk N,1,22 July 2024,Don't Download this Useless App Otherwise You will Regret .....it is more than 20 days it is still showing HIGH Traffic alert what a worst app i ever used & its staff they didn't even manage it in 20 days very disappointed to use this & i wasted my time regularly hoping to buy it .....,Prune DCS,30 August 2024,"('N/A', 'N/A')"
FAIZ ALAM,1,22 July 2024,disgusting app. not working. every time High demand please try again later pop up show. bakwas application. don't install this application wasting app wasting MB and data share with third party.,Prune DCS,30 August 2024,2 people found this review helpful
manish bhardwaj,5,22 July 2024,Excellent service,N/A,N/A,"('N/A', 'N/A')"
Devashish Sahani,5,22 July 2024,Best prune app online app,N/A,N/A,1 person found this review helpful
Amit Kumar,1,22 July 2024,It is useless. I had ordered a BSNL SIM but the order has not been received yet. It has been two-three weeks.,Prune DCS,30 August 2024,2 people found this review helpful
pankaj lohani,5,21 July 2024,Previously I gave 1 rating but after my complaint Purne team take my concern on priority and give me resolution. The way their team handle my concerns is really appreciated. Thank team,Prune DCS,17 July 2024,3 people found this review helpful
Mithilesh Dwivedi,1,21 July 2024,Useless app,Prune DCS,30 August 2024,"('N/A', 'N/A')"
Javed Ali,1,21 July 2024,Ghatiya app he 8 dino se try Kar raha hu par sirf highe dimand hi likha ata he,Prune DCS,30 August 2024,1 person found this review helpful
ABHI ARORA,1,20 July 2024,Fake app fraud,Prune DCS,30 August 2024,1 person found this review helpful
MRINAL K JHA,1,20 July 2024,"Useless app, always showing high demand",Prune DCS,30 August 2024,1 person found this review helpful
Mohan Raj R,1,20 July 2024,Trying To Buy Bsnl Sim But Not Placed Order Please Fix This Issues This Is Important To People Buying Sim And Why You Telling Answers So Not Answering And Fix This Issue Because This Is Very Dissatisfied This App And Your Service This Is Very Bad Worst Service Because One Day Okey Two Day Okey But Any Time Facing Issue was Worst For This Company Of You Stand This Place Fix This Issue Or Out Of This Place Dot Fool People,Prune DCS,30 August 2024,1 person found this review helpful
Ankush Negi,3,19 July 2024,"Hii there, Request to continue delivery services in Faridabad (NCR). It's been more than 3 - 4 days there's always high demand due to which I cannot place my order. Please resolve this problem ASAP. Can you pls tell how much more time it will take to be operative here? 3 stars for delay in continuation of services, otherwise app is okay.",N/A,N/A,3 people found this review helpful
Sachin yadav,1,19 July 2024,Worst app always shows we are experiencing high demand please try again later,Prune DCS,30 August 2024,1 person found this review helpful
Vijay Sekar,1,19 July 2024,Not mumbai city location show please add,Prune DCS,30 August 2024,1 person found this review helpful
Ganesh,1,19 July 2024,Malware beware of this app.... Mobile hangs and malfunction after installing this app.... Don't install this virus,Prune DCS,30 August 2024,1 person found this review helpful
Lokesh Chowdary18,1,19 July 2024,"Don't download this app, it's really worst app ever. Whenever I am trying to bought sim card, it says every time we are experiencing high demand. Please try later. Wasting of time",Prune DCS,30 August 2024,6 people found this review helpful
SANTANA DAS,1,19 July 2024,BAD APP,Prune DCS,30 August 2024,1 person found this review helpful
Brajesh Shakya,2,18 July 2024,"Not able to port number or book new sim. Keep displaying message , ""We are experiencing high demand . Please try later""",N/A,N/A,"('N/A', 'N/A')"
Arvind pratap,4,18 July 2024,"Maine 10 July ko order Kia same day delivered kar dia , 16 July ko meri sim chalu ho gayi , or FRC bhi samay par kar dia gya . Thankyou prune Team",N/A,N/A,"('N/A', 'N/A')"
Harshad Khandare,1,17 July 2024,"trying to order BSNL SIM card, but I am getting error like ""We are experiencing high demand. Please try later"". So when it will be resolved??",Prune DCS,30 August 2024,3 people found this review helpful
Laxminarayana Kambaladine,2,17 July 2024,For bsnl sim traito book since past 16 hours ago but same result busy busy,N/A,N/A,"('N/A', 'N/A')"
Himanshu Tripathi,1,17 July 2024,Fraudulent App - they take the money and post that no response,Prune DCS,17 July 2024,1 person found this review helpful
Manish Aneja,1,16 July 2024,Froud app,Prune DCS,30 August 2024,"('N/A', 'N/A')"
Deepak Kumar,1,16 July 2024,You always say we are facing high demand and you can't provide sim. I am trying to get sim about 15-20 days but still you are not able to provide sim.,Prune DCS,30 August 2024,4 people found this review helpful
abhishek maurya,1,16 July 2024,I want port my jio sim to bsnl but prune always show high network traffic in my area thare are no bsnl retailer what should I do,Prune DCS,4 December 2024,2 people found this review helpful
Suhail Bhattacharyya,1,16 July 2024,"No matter what, I could not order a BSNL SIM card. Better you remove that option. Very poor service",Prune DCS,30 August 2024,1 person found this review helpful
Pravesh Gupta,1,16 July 2024,Very bad service,Prune DCS,30 August 2024,1 person found this review helpful
Pramod Kumar,1,16 July 2024,Don't Delivers / Severe Delays / Order Failure / Delivery Issues....,Prune DCS,30 August 2024,1 person found this review helpful
chandan kumar,1,15 July 2024,I have ordered BSNL SIM 10 days ago but still waiting for delivery.Its been more than one week and I have sent multiple mails but there is no revert. Finally I have cancelled the order.... please do not order any Sim from this app ...,Prune DCS,6 July 2024,27 people found this review helpful
Manish Kumar Singh,1,15 July 2024,I recently installed it but App is not working.,Prune DCS,30 August 2024,1 person found this review helpful
Andiappan.k 11th bio maths,1,15 July 2024,no delivery make mobile slow,Prune DCS,4 December 2024,1 person found this review helpful
Parmeet Singh,1,15 July 2024,Takes too much time to deliver the sim. Worst service no one is even picking up the phone.,Prune DCS,30 August 2024,1 person found this review helpful
Kunal Shankar,1,15 July 2024,"Not usefull, I request u only buy sim in retail outlet, not online or this type of app or website",Prune DCS,4 December 2024,1 person found this review helpful
Anwoar Mallick,5,15 July 2024,Nice 👍👍👍👍👍🙂🙂🙂🙂,N/A,N/A,2 people found this review helpful
Amar Chakraborty,5,15 July 2024,service is very good 👍,N/A,N/A,2 people found this review helpful
Technical Fact,1,14 July 2024,"Useless app, I tried to buy a BSNL Sim from app or from the website it's show an error "" Experiencing high demand"" . Totally wasting my time",Prune DCS,4 December 2024,2 people found this review helpful
Sonu pal,1,14 July 2024,😡😡😡🤬🤬🤬🤬,Prune DCS,4 December 2024,1 person found this review helpful
nitin parkar,1,14 July 2024,Doesn't work,Prune DCS,4 December 2024,1 person found this review helpful
satish singh,1,14 July 2024,Faltu app shows error or not available.,Prune DCS,8 October 2024,1 person found this review helpful
shoaib shaikh,1,14 July 2024,They say that they are going through a lot of orders. How can a person use such a waste app.,Prune DCS,4 December 2024,1 person found this review helpful
Krishan Kumar,1,14 July 2024,Very very poor service don't use prune. I am loss my money 😭 for new sim but sim was actived a but prune not recharge my sim and i am already send recharge payment to prune. Prune is a scam. Don't use this app.,Prune DCS,14 July 2024,3 people found this review helpful
Parveen Dagar,1,14 July 2024,"I have been trying to get a new SIM since a week, but it always shows try again only. There are no retailers around either.",Prune DCS,4 December 2024,1 person found this review helpful
Deepak Deepak,5,13 July 2024,Good,N/A,N/A,2 people found this review helpful
ASHUTOSH KUMAR,1,13 July 2024,Gatyea chor frod unresponsbale hai ye sb please inko paisa de kar aap sb v mat fas jana sb ye sb frod chor hai,Prune DCS,13 July 2024,1 person found this review helpful
sadam ansari,1,13 July 2024,Data chaye inko,Prune DCS,10 October 2024,1 person found this review helpful
Anuj Pal,1,13 July 2024,I found this app and I booked the Sim to port I got ported the Sim I made the payment but FRC not done yet please look into it the order From Anuj pal please check and do needful I called many time to Vivek he is not responding I have share the details to your mail address kindly take any action asap m unable to make the calls as of now wahahiyat app ek dum no one responding,Prune DCS,12 July 2024,7 people found this review helpful
Jo el,1,13 July 2024,worst service very bad company,Prune DCS,10 October 2024,1 person found this review helpful
Top saifi Gaming,5,13 July 2024,App is very helpful...,N/A,N/A,3 people found this review helpful
Hameed Parkar,3,12 July 2024,"“We are facing high demand” Any ETA when this will be back to normal serviceability? I would like to place an order for BSNL prepaid sim plz, Mumbai region!",Prune DCS,13 July 2024,"('N/A', 'N/A')"
Ubaid Ullah,1,12 July 2024,Why the hell I can't even order the sim - bsnl to be specific,Prune DCS,4 December 2024,1 person found this review helpful
Mohd Shad,1,12 July 2024,Very useless app don't use instead go to office and buy sim.. I've placed my order on 10th July but didn't get Sim Order id #38789,Prune DCS,4 December 2024,2 people found this review helpful
Gaurang Verma,2,12 July 2024,"I don't know about the service but I guess because of very high demands, one can't order anything from this app, I am waiting for the services to renew.. I want to buy a BSNL SIM let's see when will the delivery gets open.",Prune DCS,12 July 2024,6 people found this review helpful
Pushpit Panwar,1,11 July 2024,It always says due to High demand we are not accepting order,Prune DCS,4 December 2024,3 people found this review helpful
Sonu Chaudhary,5,11 July 2024,Worse app not working currently,N/A,N/A,2 people found this review helpful
Shadab Shaikh,1,11 July 2024,Don't waste your time In This App,Prune DCS,4 December 2024,2 people found this review helpful
Apurva Tiwari,1,11 July 2024,"Always showing ""high demand try after sometime"" 😡",Prune DCS,4 December 2024,3 people found this review helpful
Manoj Jha,1,11 July 2024,App fake h install mat karo west time,Prune DCS,11 July 2024,2 people found this review helpful
Alok Bhadouriya,1,11 July 2024,Useless app. Trying to buy BSNL sim but it keep showing the error High traffic alert. Both app and website are useless they keep showing the same error from 2 days. You can't place the order.,Prune DCS,11 July 2024,46 people found this review helpful
Praveen Rana,1,11 July 2024,It seems fake app. I lost money by using this. Don't trust on this app. Orders sim by prepaid option but no response order 15950,Prune DCS,10 July 2024,2 people found this review helpful
RAHUL MASSEY,1,11 July 2024,Activation delay,Prune DCS,4 December 2024,2 people found this review helpful
Ajay Murmu,1,10 July 2024,Delevery charge Rs.30 Sim card charge Rs 20 🙂🙏,N/A,N/A,2 people found this review helpful
Sahil Sheikh,5,10 July 2024,Bsnl sim available in delhi ?,N/A,N/A,2 people found this review helpful
Aakash,1,10 July 2024,"Worst service fake customer care number no reply from mail. I had placed the order at 2:40 but the SIM has not been delivered to me yet, it has been 5 hours, the company says it will deliver the SIM in 90 minutes.",Prune DCS,10 July 2024,9 people found this review helpful
Sonu Dongare,1,10 July 2024,This app is very useless because there is no free delivery in this app and it says adress incorrect in this app it is very useless app,Prune DCS,10 July 2024,3 people found this review helpful
Aahil Ansari,1,9 July 2024,"Unable to purchase sim, always because of high demand try again later",Prune DCS,10 July 2024,3 people found this review helpful
pranav garg,1,9 July 2024,Not able to order only .. always shows connection failed,Prune DCS,4 December 2024,4 people found this review helpful
Musical Palash,1,9 July 2024,"I am trying to order a BSNL SIM from the prune app but it is not happening under any circumstances, tried again and again .. so I am very sad 😢 please solve my problem , all time says we are experiencing high demand. Please try later 😭🥹",Prune DCS,4 December 2024,10 people found this review helpful
Randhir Kumar Paswan,1,9 July 2024,App not working.,Prune DCS,9 July 2024,2 people found this review helpful
KAMAL KANT,1,9 July 2024,Maine BSNL Sim oder kiya tha 90 minutes mai delivery ke liye mention kiya hua hai but 2 din ho gye delivery nhi hua uske baad kai bar call karne ke baad delivery boy ka call aya or bolta hai ki sim delivery karne ke 50 rupee extra lagega maine bola ki maine delivery charges Pahle hi pay kar diya h to mai 50 apko kyo du usne bola ki ap agar mujhe 50 rupee nhi denge to mai Apka address out area daal dunga uske baad maine sim cancel kar di mujhe sim cancel kiye 16 hours ho gye h meri pymt nhi aya,Prune DCS,9 July 2024,1 person found this review helpful
Anil sudama Rajbhar,1,9 July 2024,Weast of time,Prune DCS,4 December 2024,2 people found this review helpful
Vishal Arora,1,8 July 2024,Third class garbage app.. registration function bot working.. website also doesn't work .seems like a big scam is going on..waste.. should rate it minus 10 rating.,Prune DCS,4 December 2024,5 people found this review helpful
VIKAS KUMAR,1,8 July 2024,I am trying many times to buy a BSNL sim card but always showing out of stock.,Prune DCS,4 December 2024,3 people found this review helpful
mohammad umar,1,8 July 2024,Not even opening the app,Prune DCS,4 December 2024,2 people found this review helpful
Arjun Prasad,1,8 July 2024,Fake application,Prune DCS,9 July 2024,2 people found this review helpful
Vaneer Murthy,1,8 July 2024,Not able OTP,Prune DCS,4 December 2024,1 person found this review helpful
Md Aahan,5,7 July 2024,Excellent,N/A,N/A,1 person found this review helpful
Suraj Raj,1,7 July 2024,App not work in my phone 🤬😡,Prune DCS,7 July 2024,1 person found this review helpful
Mazhar Ansari,1,6 July 2024,App not starting in moto edge 40,Prune DCS,4 December 2024,1 person found this review helpful
vishal singh,1,6 July 2024,"It's been more than 1 week since I ordered the sim, will this sim come in the next life?",Prune DCS,6 July 2024,3 people found this review helpful
Ashish kanaujiya,1,6 July 2024,Zero rate customer service is to poor 2-3 din tak to recharge nhi karte he jab tak kaam band,Prune DCS,6 July 2024,1 person found this review helpful
MRIDUL Rajbongshi,5,6 July 2024,Very good,N/A,N/A,1 person found this review helpful
Yogendra Pratap Singh,1,5 July 2024,"I am facing isse, while ordering BSNL Sim Card",Prune DCS,5 July 2024,1 person found this review helpful
Dalchand Verma,5,4 July 2024,"Prune made getting a prepaid sim card quite easy, it was delivered at my home highly recommended.",N/A,N/A,1 person found this review helpful
abhishek shah,1,4 July 2024,Delivery not available in bangalore,Prune DCS,4 July 2024,1 person found this review helpful
vishal rao,5,4 July 2024,Handy app if are travelling abraod you can get a esim from the app beforehand and it works perfectly i myself have used it in multiple countries. Definitely recommended,N/A,N/A,1 person found this review helpful
Aman,1,4 July 2024,3rd class fraud app They will take the money and vanish without recharging the sim,Prune DCS,4 July 2024,2 people found this review helpful
Gobi Chellappan,1,3 July 2024,Why there is no negative points in review. Total waste. Delivery location not available,Prune DCS,3 July 2024,1 person found this review helpful
Saloni Gupta,5,2 July 2024,Best App to buy esims on a High discount & make your international trips easier,N/A,N/A,1 person found this review helpful
Nagesh Pandey,5,2 July 2024,"I recently required a BSNL SIM card but couldn't find one in the local retailers. While surfing the internet, I discovered the Prune app. Initially, I was skeptical, but I decided to give it a shot. To my astonishment, I received my SIM card that same day! The experience was seamless, with no need to run to stores or deal with any issues. Prune makes things exceedingly simple and convenient. Highly recommended for anyone in need of SIM cards or trip eSIMs!😀😀",N/A,N/A,54 people found this review helpful
Raj Kumar,5,2 July 2024,"That's excellent service! They promised delivery within 90 minutes, but the SIM arrived even sooner. Impressive efficiency!",N/A,N/A,1 person found this review helpful
Kartike Gupta,5,2 July 2024,Thanks prune for making my bill payments experience better...,N/A,N/A,1 person found this review helpful
Saikrishna,1,2 July 2024,worst app not able to add address time waste please remove from playstore,Prune DCS,3 July 2024,2 people found this review helpful
Suraj .p,1,2 July 2024,The representative not came yet I am waiting for the same I called many time but he didn't picking up now If he has proof of meeting or any conversation history plz provide because he didn't came and I talk him about this today,Prune DCS,2 July 2024,1 person found this review helpful
Anurag Basu,1,2 July 2024,"Althought the sim was delivered on time, the response from prune towards activation is simply hell. They don't even have the track of payment confirmation and were seeking the same from me after a week. They had not recharged the amount in time leading buying a bsnl sim a waste for me as my trip was without any network in mountains. The prune person was rude and said that it's not their responsibility to activate as they are different entity. Total waste of money. I would not recommend anyone.",Prune DCS,2 July 2024,48 people found this review helpful
Dheeraj Kumar,5,1 July 2024,Very good service in my area (delhi) I don't know why there are some negative review. But I ordered bsnl sim and it get ordered same day and it activates very next day. Good service 👍👍,N/A,N/A,2 people found this review helpful
A.K. Mewati,5,25 June 2024,👍बहुत बेहतरीन सर्विस है,N/A,N/A,1 person found this review helpful
pradeep rawat,1,17 June 2024,Worst experience ... Totally unprofessional behaviour of delivery guy ... You guys claim 90 minutes delivery and this guy took more than 4 hours to reply ... I was keep on calling him and he kept declining my call ... I mean if you don't want to deliver than what's the point of taking order,Prune DCS,17 June 2024,4 people found this review helpful
Abhishek Anand Singh,1,16 June 2024,"Don't trust these fake reviews. 2 days ago I purchased a new SIM, and it has been more than 48 hours my SIM is not activated yet. If you purchase new SIM from local vendors they will activate new SIM hand to hand. I am feeling cheated by this company and the seller Vivek Kumar. This is a fraud company and now I am concerned about my ID. Now updating it has been 4 days now.",Prune DCS,15 June 2024,11 people found this review helpful
Raj Sunita,5,15 June 2024,Superb,N/A,N/A,"('N/A', 'N/A')"
Rakshit juyal,1,14 June 2024,Horrible App. They are scammers . They will took your payment and will never show up,Prune DCS,4 December 2024,4 people found this review helpful
manish mishra,1,30 May 2024,"Pathetic, worst service in this digital age & employees behaviour is not good too.",Prune DCS,30 May 2024,2 people found this review helpful
satpal sehrawat,1,24 May 2024,I ordered a sim & they promised 90 minute delivery. Its been 24 hours now I have already paid money. I can neither track my order nor complaint about it. Looks like a scam.,Prune DCS,25 May 2024,6 people found this review helpful
S4SonGoku,5,20 May 2024,I am extremely satisfied with Prune's esim service. I was connected throughout my trip.,Prune DCS,20 May 2024,1 person found this review helpful
Abha Malhotra,5,17 May 2024,I found prune's esim to be a cost effective solution for staying connected while travelling abroad.,Prune DCS,20 May 2024,1 person found this review helpful
Rajender Rawat,5,17 May 2024,Your esim plan made my international travel convenient and cost effective. Highly recommended 👍,Prune DCS,20 May 2024,1 person found this review helpful
Dreamlicious srs,5,17 May 2024,esim saved me from roaming charges and I got good connectivity throughout.,Prune DCS,20 May 2024,2 people found this review helpful
lav kumar,5,17 May 2024,Excellent service. I would definitely recommend prune to anyone who is looking for an esim.,Prune DCS,20 May 2024,1 person found this review helpful
Rahil Hanief,5,17 May 2024,Impressed by the prompt delivery over mail and easy setup of the esim. Great service overall!,Prune DCS,20 May 2024,"('N/A', 'N/A')"
Chintu Chauhan,5,17 May 2024,Prune's esim made international travel a breeze. Seamless activation and got reliable coverage.,Prune DCS,20 May 2024,2 people found this review helpful
lucky singh,4,17 May 2024,"the esim was esy to use nd i was able to activate it quickly however, i found data speedsto be a bit slow in some areas",Prune DCS,21 May 2024,1 person found this review helpful
Pankaj Verma,5,17 May 2024,"Got my esim QR code via email, and got activated automatically. Prune is my go to choice for esims from now.",Prune DCS,17 May 2024,"('N/A', 'N/A')"
M K,5,16 May 2024,"I was impressed with my first esim experience. It worked perfectly during my trip. I used to pay big international roaming bills, now I’ll only use esim for business travels.",Prune DCS,16 May 2024,10 people found this review helpful
Roopak Tyagi,5,16 May 2024,I was very happy with my experience using Prune's esim. I got esim on email instantly and I was able to use my same number even in france.,Prune DCS,16 May 2024,1 person found this review helpful
Sonu Kumar,5,16 May 2024,Super convenient and excellent network. Better than roaming plans for sure.,Prune DCS,16 May 2024,1 person found this review helpful
sajan error,5,16 May 2024,The esim I purchased from Prune worked great throughout my trip. Highly recommended.,Prune DCS,16 May 2024,"('N/A', 'N/A')"
Satya Mishra,5,16 May 2024,Excellent service. I would definitely recommend Prune to anyone who is looking for an esim.,Prune DCS,16 May 2024,"('N/A', 'N/A')"
ujjwal kumar,5,3 May 2024,Today is 05/02/2024 and i got on 5/03/2024. Thnqq team,Prune DCS,15 May 2024,"('N/A', 'N/A')"
sandeep jaiswar,4,23 April 2024,Why you guy's are taking sim cost more than other company ➕ delivery charge?,Prune DCS,24 April 2024,"('N/A', 'N/A')"
Raja Naidu,1,15 April 2024,App getting crashed and not working properly. Kindly fix the issue.,Prune DCS,15 May 2024,4 people found this review helpful
Prashant kumar,1,27 March 2024,App crashes just after entering otp,Prune DCS,4 April 2024,2 people found this review helpful
ANSH SRIVASTAVA,1,6 February 2024,App isn't working..,Prune DCS,15 May 2024,3 people found this review helpful
Prem Agrahari,5,13 July 2023,Best Service Experience Provide this Company I Order Sim Mention 90min delivery but delived 50min good service,Prune DCS,15 May 2024,"('N/A', 'N/A')"
Shailendra Tiwari,1,29 April 2023,Fake company. Your money deducted but recharge not done. Afterthat money will be lapse....This is always...,Prune DCS,29 April 2023,4 people found this review helpful
Tanuj Shukla,5,27 May 2022,Good,Prune DCS,15 May 2024,"('N/A', 'N/A')"
Ray Sahab,5,25 April 2022,Mr Siraj nature is the very good and good Work,Prune DCS,15 May 2024,"('N/A', 'N/A')"
Bhanu Nuhani,5,21 April 2022,"Excellent services found from team Prune, timely SIM delivered and Executive also very polite. Good Job! Keep it up guys.",Prune DCS,15 May 2024,"('N/A', 'N/A')"
Md Fazil,5,18 April 2022,Superb service I am fully satisfied for service,Prune DCS,27 May 2024,"('N/A', 'N/A')"
Adil Saifi,5,18 April 2022,Better service and and executive work also good,Prune DCS,27 May 2024,"('N/A', 'N/A')"
VIVEK MISHRA,5,18 April 2022,Prune iss best company and service,N/A,N/A,"('N/A', 'N/A')"
Manish Dhot,5,18 April 2022,I feel very best service of this app.,N/A,N/A,"('N/A', 'N/A')"
Pooja Mishra,5,18 April 2022,Company ki service bhott bdya hai,N/A,N/A,"('N/A', 'N/A')"
Vinod Verma,5,18 April 2022,These guys are awesome I had a very good experience with Prune ....best service .. thank you ..,N/A,N/A,"('N/A', 'N/A')"
Fardeen Saif,5,16 April 2022,Best service provider,N/A,N/A,"('N/A', 'N/A')"
Md Sharukh Saifi,5,15 April 2022,Nice aap,N/A,N/A,"('N/A', 'N/A')"
Bhawana Nuhani,5,14 April 2022,Best service,N/A,N/A,1 person found this review helpful
Deepanshi Nuhani,5,14 April 2022,Nice work ✨,N/A,N/A,"('N/A', 'N/A')"
Renu Sagar,5,14 April 2022,"Good experience for sim delivery on time with good behaviour of agent, I appreciate the services and advice to take services from prune",N/A,N/A,1 person found this review helpful
Umesh Chauhan,5,16 March 2022,Exceptional experience of services and good behaviour of agent..,N/A,N/A,2 people found this review helpful
Krishan Kumar,5,3 March 2022,"Love the services and insights on voice and mobile quality, my suggestion you should try the service of buying new mobile connection with Prune. Good sim delivery agent behavior.",N/A,N/A,3 people found this review helpful
CHAHAT SINGH NEGI,5,3 March 2022,This is best app for easy bill payments and for buy sim cards. I have got my sim within 90 mins. Great Service!!!,N/A,N/A,2 people found this review helpful
Sandeep Singh,5,3 March 2022,Good service and complete satisfaction. Great insights in mobile usage and speed.,N/A,N/A,"('N/A', 'N/A')"
A Google user,1,22 April 2020,Useless app,Prune DCS,4 December 2024,3 people found this review helpful
A Google user,5,26 January 2020,"This app precisely gives comparison with respect to price, network and quality of voice and data services, it also gives you option to buy travel insurance and international SIM. In a way one stop shop for all telecom services..",N/A,N/A,9 people found this review helpful
A Google user,5,22 January 2020,Nice app for all my telecom needs! Must for international travelers.,N/A,N/A,2 people found this review helpful
A Google user,1,18 January 2020,Don't download,Prune DCS,26 January 2020,6 people found this review helpful
A Google user,5,23 September 2019,Best App for mobile usage,N/A,N/A,1 person found this review helpful
A Google user,5,25 February 2019,"wonderful app for recharge, datq usage, speed checker... best app",N/A,N/A,1 person found this review helpful
A Google user,5,21 February 2019,prune recharge is a nice application.very rasy to use.wonderful application.,N/A,N/A,"('N/A', 'N/A')"
A Google user,5,5 February 2019,"Prune is a very useful app.. I like it very much as it shows the usage and suggests plans, recharge and saves a lot of money and time.",N/A,N/A,2 people found this review helpful
A Google user,5,4 December 2018,Brilliant is the word !!,N/A,N/A,1 person found this review helpful
A Google user,5,15 November 2018,"Its a very useful app.. I like it very much as it shows the usage and suggests better plans, recharge and saves a lot of money and time.",N/A,N/A,7 people found this review helpful
A Google user,5,15 November 2018,"Prune is very useful app it has many features like check data balance, Internet Speed checker, New smart phones deals, Recharge etc.",N/A,N/A,3 people found this review helpful
A Google user,5,11 November 2018,Super helpful,N/A,N/A,"('N/A', 'N/A')"
A Google user,1,1 June 2018,In the starting of app it shows enabling various options then I by chance click TalkBack option. I wasted my 2hours to disable that option. I immediately uninstalled it. Useless app.,Prune DCS,5 June 2018,4 people found this review helpful
A Google user,5,26 April 2018,Best recharge app I like it and it's so useful.,N/A,N/A,9 people found this review helpful
A Google user,5,19 February 2018,All in one app. I use it for my bill payments and recharges. It also helps me find the best suited plan. Thank you Prune.,N/A,N/A,7 people found this review helpful
A Google user,5,9 February 2018,Truly simplifies life.,N/A,N/A,4 people found this review helpful
A Google user,5,7 February 2018,It's a great app. Just know everything about my usage at a click of button.,Prune DCS,8 February 2018,5 people found this review helpful
A Google user,5,3 February 2018,Very bad,Prune DCS,6 February 2018,2 people found this review helpful
A Google user,1,2 February 2018,Always showing No sim Found and i mailed u to,Prune DCS,3 February 2018,5 people found this review helpful
A Google user,5,26 January 2018,Good Daud,Prune DCS,3 February 2018,4 people found this review helpful
