Username,Rating,Date,Review,Reply,Reply Date,Usefulness
Rajinder Singh,5,7 April 2025,ok,"Hey, thank you for your feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",7 April 2025,"('N/A', 'N/A')"
Anil Gupta,1,7 April 2025,too late pet k chuhe mar gaye wait karte karte,"Hey there, we would like to understand the miss in delivering the order within the promised timeline. Please share your order ID by writing to us at swiggysocial@swiggy.in from your registered email ID to have this checked further.",7 April 2025,"('N/A', 'N/A')"
saatwikk agrawal,1,7 April 2025,worst customer service,"Hi there, we did not mean to keep you waiting for your order. Please share your order ID by writing to us at swiggysocial@swiggy.in and allow us the chance to have this checked for you.",7 April 2025,"('N/A', 'N/A')"
Pathan Abdul,5,7 April 2025,good services,"Hey there, thank you for the perfect ratings. We appreciate your efforts in contributing to our improvements.",7 April 2025,"('N/A', 'N/A')"
Suyog Dave,5,7 April 2025,Jhakass,"Hey, thank you for your feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",7 April 2025,"('N/A', 'N/A')"
USHA RAI,1,7 April 2025,"swiggy is scam, i got worst food and swiggy do nothing","Hi, we are sorry about this. Please help us with the order id over an email at swiggysocial@swiggy.in, so we can help resolve the issue.",7 April 2025,"('N/A', 'N/A')"
Muradsha Patan,4,7 April 2025,amazing app for grocery delivery,"Hi, thank you for delighting us with the positive review. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our service worth 5 stars.",7 April 2025,"('N/A', 'N/A')"
APURBA MAHATO,5,7 April 2025,good,"Hey there, thank you for the perfect ratings. We appreciate your efforts in contributing to our improvements.",7 April 2025,"('N/A', 'N/A')"
UJAN BANGLA,5,7 April 2025,very nice,We are happy to hear such positive feedback. 🙂,7 April 2025,"('N/A', 'N/A')"
Gayathri,1,7 April 2025,Excellent,"Hi, please write to us about your experience at swiggysocial@swiggy.in from your registered email address, so we can better our services.",7 April 2025,"('N/A', 'N/A')"
Suraj Thakkar,5,7 April 2025,"Third class service and worst app, use zomato","Hey there, thanks for your valuable feedback. Please elaborate more on the issue by dropping an email at swiggysocial@swiggy.in, so we can assist you better.",7 April 2025,1 person found this review helpful
kabaddi gamings,1,7 April 2025,delay,"Hi, we are sorry about the below-par experience with your order. Please write to us at swiggysocial@swiggy.in along with the order ID, so we can assist you better.",7 April 2025,"('N/A', 'N/A')"
Vishal Kasbe,5,7 April 2025,good,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",7 April 2025,"('N/A', 'N/A')"
Mahima kansal,1,7 April 2025,I don't the service I have placed the order and the delivery partner was not even responding. My order get delayed by an Hour this is the worst app to use infact they didn't deserve one star even there customer support is off no use,"Hey there, that should not have happened and we would like to get this checked right away. Kindly help us with your order ID over an email to swiggysocial@swiggy.in, it will help us take this up with our executives and work on corrective measures.",7 April 2025,"('N/A', 'N/A')"
Charan Duggirala,5,7 April 2025,nice,"Hey there, thank you for the perfect ratings. We appreciate your efforts in contributing to our improvements.",7 April 2025,"('N/A', 'N/A')"
Arpita Debnath,1,7 April 2025,Ridiculous app i have ever seen cancel charges 100% I recommend not using this app to guys. They are not fooding us they try to snatch our money only. i never ever recommend to my family and friends.,"Hey there, we apologize for the inconvenience caused. We request you to kindly let us know more about the issue by writing to us at swiggysocial@swiggy.in from your registered email address, so we can look into it and have it fixed at the earliest.",7 April 2025,"('N/A', 'N/A')"
Ashish Jain,1,7 April 2025,"Despite consistently being charged handling and packaging fees, the orders are often delivered without proper packaging—no paper bags or secure wrapping. This has resulted in items arriving damaged or in poor condition multiple times.",This shouldn't have happened. Kindly help us with the order ID along with the details of the issue by writing to us at swiggysocial@swiggy.in from your registered email ID & we will have this checked.,7 April 2025,"('N/A', 'N/A')"
PRASANTH 007,1,7 April 2025,The worst app for food service And costumer Care service is very poor very expensive delivery charges particularly ( i want to cancel my order but the cancellation fee is equal to order value) Know I am delete this Swiggy app worst app 🙏,"Hello, we would like to know more about it. Please write to us at swiggysocial@swiggy.in with relevant details elaborating further on your ordering experience with us, so we can set this right for you.",7 April 2025,"('N/A', 'N/A')"
Aparna Sajwan,2,7 April 2025,"Every time I order from Swiggy, the app changes my correctly saved address to a wrong area, which causes confusion on every single delivery. I have dropped the correct pin, renamed the address, added instructions, nothing works. The delivery partner always ends up in the wrong location, and I have to guide them every time. It’s just frustrating. this is clearly a bug in the address system that hasn’t been fixed in months!","We're apologetic about this experience you've faced while ordering with us. Please write to us at swiggysocial@swiggy.in from your registered email address detailing your experience, so we can look into the issue and resolve it for you.",7 April 2025,79 people found this review helpful
ARUN BOSS,5,7 April 2025,fast delivery and good quality product 👍,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",7 April 2025,"('N/A', 'N/A')"
Jaya Wagh,5,7 April 2025,Nice 👍🤟,Hey there! Such positive reviews motivate us to strive hard to provide you a much better experience. Happy ordering. 🙂,7 April 2025,"('N/A', 'N/A')"
akshay tambake,2,7 April 2025,Horrible insta mart delivery gives less quality given in order also bad quantity vegetable delivery,"We are sorry to let you down. Please write to us at swiggysocial@swiggy.in from your registered email address elaborating further on your ordeal, so we can expiate for the miss.",7 April 2025,"('N/A', 'N/A')"
Boopathi Boopathi,5,7 April 2025,good,"Hey, we are glad to have patrons like you and will strive towards providing better services to keep such reviews coming our way. Keep ordering.",7 April 2025,"('N/A', 'N/A')"
Gaming Void,1,7 April 2025,they are scammers and keep scaming u they cheat and deliver damaged goods and after complaing they dont do any thing use zepto it is way better and reliable,"Hello, we would like to know more about it. Please write to us at swiggysocial@swiggy.in with relevant details elaborating further on your ordering experience with us, so we can set this right for you.",7 April 2025,"('N/A', 'N/A')"
karthik r,1,7 April 2025,Many restaurants food quality very worst. Swiggy not considered customer's feedback / complaints about food.,"Hey there, we apologize for the inconvenience caused. We request you to kindly let us know more about the issue by writing to us at swiggysocial@swiggy.in from your registered email address, so we can look into it and have it fixed at the earliest.",7 April 2025,"('N/A', 'N/A')"
Shanya saxena,5,7 April 2025,awesome,Hey there! Such positive reviews motivate us to strive hard to provide you a much better experience. Happy ordering. 🙂,7 April 2025,"('N/A', 'N/A')"
Pradyut Nayek,5,7 April 2025,damn app,"Hey there, thanks for rating us a 5-star. Do let us know more about your experience by dropping an email at swiggysocial@swiggy.in from your registered email address & we'll surely work towards improving the services.",7 April 2025,"('N/A', 'N/A')"
Shan Mohshan,5,7 April 2025,itz very good,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",7 April 2025,"('N/A', 'N/A')"
Prithvi Gaming,5,7 April 2025,good 👍,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",7 April 2025,"('N/A', 'N/A')"
Juhi Gupta,5,7 April 2025,thank you for swiggy,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",7 April 2025,"('N/A', 'N/A')"
Aakash Tripathi,5,7 April 2025,superb deal,"Hi there, thank you for your patronage and the perfect rating. We will strive to provide consistent seamless ordering experiences. Keep Swiggying!",7 April 2025,"('N/A', 'N/A')"
Krish 6304,4,7 April 2025,ok,"Hey, thank you for your feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",7 April 2025,"('N/A', 'N/A')"
Britto Jeeva,5,7 April 2025,good,Hey there! It's a bliss to see that our service brought a smile to your face. We'll endeavor to keep it up. Keep Swiggying. 🙂,7 April 2025,"('N/A', 'N/A')"
Dhejeswim R,1,7 April 2025,very waste is this don't install it 😡,"Hi, we are sorry about the below-par experience with your order. Please write to us at swiggysocial@swiggy.in along with the order ID, so we can assist you better.",7 April 2025,"('N/A', 'N/A')"
Dhonilodubhai Bhai,1,7 April 2025,taking too much time for dilivery,"Hey there, sorry for the delay in delivering the food. Please share the order details to swiggysocial@swiggy.in and we will check this and address it.",7 April 2025,"('N/A', 'N/A')"
arakkas khan,5,7 April 2025,good app,We are happy to hear such positive feedback. 🙂,7 April 2025,"('N/A', 'N/A')"
Tripti Saravgi,1,7 April 2025,"It’s a trap. The moment you try to change the mode of payment, your order gets placed automatically—without any confirmation or chance to cancel. And if you try to cancel, they charge a hefty cancellation fee."" thr interface is worst",This shouldn't have happened. Kindly help us with the order ID along with the details of the issue by writing to us at swiggysocial@swiggy.in from your registered email ID & we will have this checked.,7 April 2025,"('N/A', 'N/A')"
Ashish Duvey,1,7 April 2025,slo Oder,"Hey, we request you to let us know more about your experience by writing us an email at swiggysocial@swiggy.in from your registered email ID so that we can have your concern addressed.",7 April 2025,"('N/A', 'N/A')"
Ankit Kumar,5,7 April 2025,super,Hey there! It's a bliss to see that our service brought a smile to your face. We'll endeavor to keep it up. Keep Swiggying. 🙂,7 April 2025,"('N/A', 'N/A')"
Nishad khan,5,7 April 2025,super 👌 5 🌟,Hey there! Such positive reviews motivate us to strive hard to provide you a much better experience. Happy ordering. 🙂,7 April 2025,"('N/A', 'N/A')"
அஜய் ராஜா,1,7 April 2025,when I try to cancel my order. The payment will not recovered. they raises full payment for cancellation fees,"Hey there, we would like to get this checked to see what went wrong. Kindly help us with your registered details at swiggysocial@swiggy.in and we will do what it takes to turn this around!",7 April 2025,"('N/A', 'N/A')"
Sabari,4,7 April 2025,good,"Hello, thank you so much for the positive review! We'll endeavor to keep it up. Please let us know how we can provide service worth 5 stars by writing to us at swiggysocial@swiggy.in from your registered email address.",7 April 2025,"('N/A', 'N/A')"
Ankur Jayswal,5,7 April 2025,ok,"Hey there, thank you for the valuable feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",7 April 2025,"('N/A', 'N/A')"
SENTHIL KUMAR,5,7 April 2025,super,"Hey, we are glad to have patrons like you and will strive towards providing better services to keep such reviews coming our way. Keep ordering.",7 April 2025,"('N/A', 'N/A')"
Rashid Raja,1,7 April 2025,sbb se bekar....bht gnda price kisi me kuch kisi me kuch... coupon v lga kr price itna rhta jitna ni rhna chahiye😡😡😡,"Hello, we're sorry for the unpleasant experience. Please share your concern along with your order details via email at swiggysocial@swiggy.in so that we will look into this & assist you better.",7 April 2025,"('N/A', 'N/A')"
Chunnu prasad prajapati. Chitrakoot,5,7 April 2025,very good app,"Hello, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 😊",7 April 2025,"('N/A', 'N/A')"
mohamdan._,1,7 April 2025,worst delivery app SWIGGY6 is pure fake when i select cash on delivery option after applying coupons it increases money,"Hey there, that doesn't sound right. We would like to have this investigated. Please share the relevant order ID to swiggysocial@swiggy.in and we will assist you further in this regard.",7 April 2025,"('N/A', 'N/A')"
Ak Rajput,4,7 April 2025,🥰,"Hey, thank you for the ratings. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",7 April 2025,"('N/A', 'N/A')"
Shiny Mol. k,4,7 April 2025,Good,Hey there! Such a bliss! We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.,7 April 2025,"('N/A', 'N/A')"
Asif Nawab,5,7 April 2025,nice okkokk nice,Hey there! It's a bliss to see that our service brought a smile to your face. We'll endeavor to keep it up. Keep Swiggying. 🙂,7 April 2025,"('N/A', 'N/A')"
hitendra meena,5,7 April 2025,good work,We are happy to hear such positive feedback. 🙂,7 April 2025,"('N/A', 'N/A')"
Pavan Bhairestti,5,7 April 2025,super 😊,Hey there! It's a bliss to see that our service brought a smile to your face. We'll endeavor to keep it up. Keep Swiggying. 🙂,7 April 2025,"('N/A', 'N/A')"
Sindhu Katravath,5,7 April 2025,good 👌🏻👌🏻👌🏻,"Hey, thanks for the rating! This motivates us to keep serving you better with every order.",7 April 2025,"('N/A', 'N/A')"
Kaiser Alam,5,7 April 2025,good,"Hi there, thank you for your patronage and the perfect rating. We will strive to provide consistent seamless ordering experiences. Keep Swiggying!",7 April 2025,"('N/A', 'N/A')"
Ruhaan Aditya,2,7 April 2025,I would rather like if Swiggy becomes a tech company and invests in R&D instead of using our unemployed youth as cheap labour and restricting them to lower middle class.,"We're apologetic about this experience you've faced while ordering with us. Please write to us at swiggysocial@swiggy.in from your registered email address detailing your experience, so we can look into the issue and resolve it for you.",7 April 2025,"('N/A', 'N/A')"
Vadi Vel,5,7 April 2025,good👍,"Hey, we are glad to have patrons like you and will strive towards providing better services to keep such reviews coming our way. Keep ordering.",7 April 2025,"('N/A', 'N/A')"
Nishant Bahirat,5,7 April 2025,very nice response,"Hello, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 😊",7 April 2025,"('N/A', 'N/A')"
Sunny Paul,5,7 April 2025,quick delivery. courteous service. best offers,Hey there! It's a bliss to see that our service brought a smile to your face. We'll endeavor to keep it up. Keep Swiggying. 🙂,7 April 2025,"('N/A', 'N/A')"
Karthik,1,7 April 2025,your 6 fake,"Hi, we are sorry about this. Please help us with the order id over an email at swiggysocial@swiggy.in, so we can help resolve the issue.",7 April 2025,"('N/A', 'N/A')"
Waseem Khan,5,7 April 2025,very smart app,"Hey, thanks for the rating! This motivates us to keep serving you better with every order.",7 April 2025,"('N/A', 'N/A')"
Sazad Ansari,5,7 April 2025,good,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",7 April 2025,"('N/A', 'N/A')"
Kotturu Supriya,5,7 April 2025,nice,"Hey, we are glad to have patrons like you and will strive towards providing better services to keep such reviews coming our way. Keep ordering.",7 April 2025,"('N/A', 'N/A')"
Bobby Neogi,3,7 April 2025,good,"Hey, thank you for your feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",7 April 2025,"('N/A', 'N/A')"
Srisanvid swan,5,7 April 2025,good,"Hi there, thank you for your patronage and the perfect rating. We will strive to provide consistent seamless ordering experiences. Keep Swiggying!",7 April 2025,"('N/A', 'N/A')"
Rohit Singh Rajput (Rajput),1,7 April 2025,order veg restaurant sent non veg no problem Who are you I am Swiggy only wants its profits.,"Hey there, we would like to understand more about this issue. Please share the order ID via email to swiggysocial@swiggy.in for a quick check and we will get back to you at the earliest.",7 April 2025,"('N/A', 'N/A')"
banoth ravinder,5,7 April 2025,good service,"Hi there, thank you for your patronage and the perfect rating. We will strive to provide consistent seamless ordering experiences. Keep Swiggying!",7 April 2025,"('N/A', 'N/A')"
Zeba Afreen,5,7 April 2025,superb🫶,"Hey there, thank you for the perfect ratings. We appreciate your efforts in contributing to our improvements.",7 April 2025,"('N/A', 'N/A')"
Moulika Manideepa,4,7 April 2025,good,"Hi, thank you for delighting us with the positive review. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our service worth 5 stars.",7 April 2025,"('N/A', 'N/A')"
BODDU SRIKANTH BODDU SRIKANTH,3,7 April 2025,it's a good,"Hey there, we are thankful to you for your review! We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",7 April 2025,"('N/A', 'N/A')"
Arshiya fatima,5,7 April 2025,best,Hey there! It's a bliss to see that our service brought a smile to your face. We'll endeavor to keep it up. Keep Swiggying. 🙂,7 April 2025,"('N/A', 'N/A')"
Vaiga Vegetables,5,7 April 2025,no fear swiggy is here,"Hey, thank you for the ratings. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",7 April 2025,"('N/A', 'N/A')"
Aijaz Uddin,1,7 April 2025,Cheater - Provide expired products in the name of discount. we have to take legal action against them. This is the second time.,"Hi, we are sorry about the below-par experience with your order. Please write to us at swiggysocial@swiggy.in along with the order ID, so we can assist you better.",7 April 2025,"('N/A', 'N/A')"
Kamlesh Bhagnani,5,7 April 2025,very good 👍😊,"Hi there, thank you for your patronage and the perfect rating. We will strive to provide consistent seamless ordering experiences. Keep Swiggying!",7 April 2025,"('N/A', 'N/A')"
Roshini,4,7 April 2025,good,Hey there! Such positive reviews motivate us to strive hard to provide you a much better experience. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.,7 April 2025,"('N/A', 'N/A')"
N s,5,7 April 2025,fine,"Hey, thank you for your kind review. We hope to keep on giving you a consistent service every time. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",7 April 2025,"('N/A', 'N/A')"
Govind Tornekar,1,7 April 2025,I don't know since how many days my insta mart is not working,"Hello, we would like to know more about it. Please write to us at swiggysocial@swiggy.in with relevant details elaborating further on your ordering experience with us, so we can set this right for you.",7 April 2025,"('N/A', 'N/A')"
rama gorle,4,7 April 2025,nice,"Hello, thank you for the positive review. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",7 April 2025,"('N/A', 'N/A')"
Venkatalakshmi Lolla,5,7 April 2025,"Very nice, Excellent","Hey there, glad that we have stood up to your expectations. Thank you for the positive review and the perfect star rating. Keep Swiggying. 🙂",7 April 2025,"('N/A', 'N/A')"
Dr R.SARAVANAN,5,7 April 2025,ok,"Hey, thank you for your feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",7 April 2025,"('N/A', 'N/A')"
anusha taragaturi,1,7 April 2025,"The delivery service and the customer care service are really horrible.the customer care service, They didn't deliver the order at the promised time so I asked the customer care to cancel the order as It was not delivered and still needed another 30 mins, but the executive literally took that 30 mins time to solve and the delivery guy came to my location with the cold food and he called me but the executive did not cancel my order without cancellation fee and cancelled with cancellation fee.","Hey there, we apologize for the inconvenience caused. We request you to kindly let us know more about the issue by writing to us at swiggysocial@swiggy.in from your registered email address, so we can look into it and have it fixed at the earliest.",7 April 2025,"('N/A', 'N/A')"
Sharique Ahmed,5,7 April 2025,Nice!,Hey there! Such positive reviews motivate us to strive hard to provide you a much better experience. Happy ordering. 🙂,7 April 2025,"('N/A', 'N/A')"
Jatin Bedi,1,7 April 2025,"swiggy customer support is not at all helpful , they don't serve there customer problems seriously","Hi there, we're sorry for the unpleasant experience. Please share your concern via email at swiggysocial@swiggy.in from your registered mailbox. It will help us get this checked and get back to you with an apt resolution at hand.",7 April 2025,"('N/A', 'N/A')"
Dev Dalwadi,5,7 April 2025,best apk,"Hi there, thank you for your patronage and the perfect rating. We will strive to provide consistent seamless ordering experiences. Keep Swiggying!",7 April 2025,"('N/A', 'N/A')"
sheetal ice cream,4,7 April 2025,good interface,"Hello, thank you so much for the positive review! We'll endeavor to keep it up. Please let us know how we can provide service worth 5 stars by writing to us at swiggysocial@swiggy.in from your registered email address.",7 April 2025,"('N/A', 'N/A')"
sharan,1,7 April 2025,"worst application and useless support ever... do not use this at any cost. By mistake if any item is missing from the order, they will insist for the refund and scam the people... and the support staff are very unprofessional where someone cannot even understand the project and they became supervisor... USELESS AND WORST SUPPORT","Hey, we request you to let us know more about your experience by writing us an email at swiggysocial@swiggy.in from your registered email ID so that we can have your concern addressed.",7 April 2025,"('N/A', 'N/A')"
Uday Jatal,1,7 April 2025,not refund in any case,This shouldn't have happened. Kindly help us with the order ID along with the details of the issue by writing to us at swiggysocial@swiggy.in from your registered email ID & we will have this checked.,7 April 2025,"('N/A', 'N/A')"
Atharv Shukla,5,7 April 2025,Excellent,Hey there! It's a bliss to see that our service brought a smile to your face. We'll endeavor to keep it up. Keep Swiggying. 🙂,7 April 2025,"('N/A', 'N/A')"
Farook Azhar,1,7 April 2025,very very wost,"Hello, we would like to know more about it. Please write to us at swiggysocial@swiggy.in with relevant details elaborating further on your ordering experience with us, so we can set this right for you.",7 April 2025,"('N/A', 'N/A')"
Aryan Yadav,5,7 April 2025,good experience,"Hey there, glad that we have stood up to your expectations. Thank you for the positive review and the perfect star rating. Keep Swiggying. 🙂",7 April 2025,"('N/A', 'N/A')"
sridhar T,5,7 April 2025,ok,"Hey, thank you for the ratings. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",7 April 2025,"('N/A', 'N/A')"
Vinay Prajapati,5,7 April 2025,good service,"Hey there, glad that we have stood up to your expectations. Thank you for the positive review and the perfect star rating. Keep Swiggying. 🙂",7 April 2025,"('N/A', 'N/A')"
Syed Ahmed,5,7 April 2025,Great service,Hey there! Such positive reviews motivate us to strive hard to provide you a much better experience. Happy ordering. 🙂,7 April 2025,"('N/A', 'N/A')"
Anjali Lawande,3,7 April 2025,good 👍,"Hey, thank you for the ratings. Please let us know how we can make our service worth 5 stars by writing to us at swiggysocial@swiggy.in from your registered email address.",7 April 2025,"('N/A', 'N/A')"
soumen halder,2,7 April 2025,when i something oder then swiggy food rate is very high,"Hey, we request you to let us know more about your experience by writing us an email at swiggysocial@swiggy.in from your registered email ID so that we can have your concern addressed.",7 April 2025,"('N/A', 'N/A')"
Pravin Sharma,5,7 April 2025,good,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",7 April 2025,"('N/A', 'N/A')"
Nikhat Sultana,5,7 April 2025,very nice,"Hey there, thank you for the perfect ratings. We appreciate your efforts in contributing to our improvements.",7 April 2025,"('N/A', 'N/A')"
Bapu Darbar,3,7 April 2025,ok,"Hey, thank you for your kind review. We hope to keep on giving you a consistent service every time. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",7 April 2025,"('N/A', 'N/A')"
Eli Debbarma,5,7 April 2025,good,Hey there! Such positive reviews motivate us to strive hard to provide you a much better experience. Happy ordering. 🙂,7 April 2025,"('N/A', 'N/A')"
ujwala Rani,1,7 April 2025,very bad app it is scam of money ...I ordered a burger and cancelled it within one min but still it didn't refund my 288 rs please don't install this app,"We're apologetic about this experience you've faced while ordering with us. Please write to us at swiggysocial@swiggy.in from your registered email address detailing your experience, so we can look into the issue and resolve it for you.",7 April 2025,"('N/A', 'N/A')"
saidul ali,5,7 April 2025,Good,Hey there! Such positive reviews motivate us to strive hard to provide you a much better experience. Happy ordering. 🙂,7 April 2025,"('N/A', 'N/A')"
Jada Lal,2,7 April 2025,iska delivery time bahut late hai 45min me deliver karta hai aur staff ka behaviour bhi achha nhi hai,"Hey, we're sorry for the inconvenience caused. Kindly drop us an email at swiggysocial@swiggy.in from your registered email address regarding the same, and we'll work on fixing the issue asap.",7 April 2025,"('N/A', 'N/A')"
Aravind Mohan,5,7 April 2025,Love's the app ❤,Hey there! It's a bliss to see that our service brought a smile to your face. We'll endeavor to keep it up. Keep Swiggying. 🙂,7 April 2025,"('N/A', 'N/A')"
Rajeev Srivastava,1,7 April 2025,third class service. only bots and zero customer support. There is no one to support once your order is delayed.(edit - sent a detailed email yesterday and then pin drop silence from swiggy. 0 star if I could),"Hi, we are sorry about this. Please help us with the order ID over an email at swiggysocial@swiggy.in, so we can help resolve the issue.",7 April 2025,"('N/A', 'N/A')"
shradha tripathi,1,7 April 2025,From the last 4-5 orders they have been getting my orders late to me for at least 40 min. Last time they lost my order and most of the time they don't even assign a delivery partner until you call the support. Pathetic considering the fact that they are a food delivery service provider.,"Hi, we are sorry about the below-par experience with your order. Please write to us at swiggysocial@swiggy.in along with the order ID, so we can assist you better.",7 April 2025,"('N/A', 'N/A')"
Jhulan,3,7 April 2025,product ka prise bohot mehenga hai,"Hey, thank you for your kind review. We hope to keep on giving you a consistent service every time. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",7 April 2025,"('N/A', 'N/A')"
Sintu Vishwakarma,5,7 April 2025,nice app,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",7 April 2025,"('N/A', 'N/A')"
Gaurav Aggarwal,1,7 April 2025,I am alone at home and I don't have any cash and any other payment method. My father wants to pay but he is unable to do it...,"Hi there, we are sorry for any hassle you have faced while ordering with us. Please share the order ID along with the details of the issue by writing to us at swiggysocial@swiggy.in from your registered email address and we would be happy to connect with you and resolve the matter.",7 April 2025,"('N/A', 'N/A')"
radha priyanka,1,7 April 2025,worst worst worst chetta app adress tappuga tesukoni delivery cheyalante amount extra pay cheyamani aduguthundi ledante order cancel chesi extra penalty kuda kattalanta na order cancel chesaru amount kuda refund evvaledu worst app avvaru use cheyodu mattikottukoni pothadi ra mee company,"Hi, we are sorry about the sub-par experience you had faced while ordering with us. Please write to us at swiggysocial@swiggy.in along with the order ID, so we can assist you better.",7 April 2025,"('N/A', 'N/A')"
Syeda Amena tabassum,4,7 April 2025,good discount,"Hey, thanks for the rating! This motivates us to keep serving you better with every order. We would love to hear from you about how we could hit the 5-star rating. Please do share your thoughts by dropping an email at swiggysocial@swiggy.in.",7 April 2025,"('N/A', 'N/A')"
Prathamesh Mane,5,7 April 2025,good,"Hi there, thank you for your patronage and the perfect rating. We will strive to provide consistent seamless ordering experiences. Keep Swiggying!",7 April 2025,"('N/A', 'N/A')"
ZEESHAN KHAN,5,7 April 2025,👍👍,Hey there! Such positive reviews motivate us to strive hard to provide you a much better experience. Happy ordering. 🙂,7 April 2025,"('N/A', 'N/A')"
Rehan Qureshi,5,7 April 2025,for me .... this is the only app ... jus click and get it 😍,Hey there! It's a bliss to see that our service brought a smile to your face. We'll endeavor to keep it up. Keep Swiggying. 🙂,7 April 2025,"('N/A', 'N/A')"
santosh Avalakki,5,7 April 2025,good,"Hi there, thank you for your patronage and the perfect rating. We will strive to provide consistent seamless ordering experiences. Keep Swiggying!",7 April 2025,"('N/A', 'N/A')"
Apeksha Math,1,7 April 2025,"Worst support system. I have ordered Meghana special veg biryani along with paneer 65. But it seems like the delivery partner thought I'm a fool or not have eaten biryani earlier from Meghana so I don't know about the taste, quality and packaging. Also it got eaten by 4 of us whose hand got into a fully red colour. It was definitely not from Meghana and in the sack of delivery we got delivered tasteless, quality less food. And while asking for a refund I got 136/- in place of 1050/-","Hi, we are sorry about the below-par experience with your order. Please write to us at swiggysocial@swiggy.in along with the order ID, so we can assist you better.",7 April 2025,"('N/A', 'N/A')"
Swarnil Bar,5,7 April 2025,nice,Hey there! Such positive reviews motivate us to strive hard to provide you a much better experience. Happy ordering. 🙂,7 April 2025,"('N/A', 'N/A')"
Omkar MADDHESHIYA,2,7 April 2025,best,"Hi, please write to us about your experience at swiggysocial@swiggy.in from your registered email address, so we can better our services.",7 April 2025,"('N/A', 'N/A')"
Archana Dhole (Shravani),5,7 April 2025,"It is the best platform for food delivery, love it","Hey there, we're pleased that you enjoyed your experience with Swiggy. We'll endeavor to keep it up. Keep ordering. 🙂",7 April 2025,"('N/A', 'N/A')"
Sahoo Raj,1,7 April 2025,this app is good but dilivery time they are showing is not close to what they get to diliver it almost double.please do not support this application.otherwise you will get frustrated. 1 star is for to show my comment. so today they took 40 min for 2km distance order for dosa,"We're apologetic about this experience you've faced while ordering with us. Please write to us at swiggysocial@swiggy.in from your registered email address detailing your experience, so we can look into the issue and resolve it for you.",7 April 2025,"('N/A', 'N/A')"
Praveen Kumar,1,7 April 2025,too high,"Hi, please let us know how we can make our service better by writing to us at swiggysocial@swiggy.in from your registered email address.",7 April 2025,"('N/A', 'N/A')"
Jalaluddin Saifi,5,7 April 2025,good,"Hey, thanks for the rating! This motivates us to keep serving you better with every order.",7 April 2025,"('N/A', 'N/A')"
Pavithra Thirumurugan,5,7 April 2025,good,"Hey there, thank you for the perfect ratings. We appreciate your efforts in contributing to our improvements.",7 April 2025,"('N/A', 'N/A')"
Aryamik Pandey,1,7 April 2025,"customer support is terrible, messed up my order more than 3 times and won't provide refund and ghost you","Hi there, we did not mean to keep you waiting for your order. Please share your order ID by writing to us at swiggysocial@swiggy.in and allow us the chance to have this checked for you.",7 April 2025,"('N/A', 'N/A')"
